#hg18.kgXref.kgID	hg18.kgXref.geneSymbol	hg18.knownToLocusLink.value
uc002ysv.2	CRYZL1	9946
uc002ysp.2	AK057604	n/a
uc002yty.1	BC049386	n/a
uc002ytz.1	KCNE1	3753
uc010gmq.1	KCNE1	3753
uc010gmr.1	KCNE1	3753
uc010gmp.1	KCNE1	3753
uc010gms.1	KCNE1	3753
uc002yua.1	KCNE1	3753
uc002yud.1	RCAN1	1827
uc002yub.1	RCAN1	1827
uc002yue.1	RCAN1	1827
uc002yuc.1	RCAN1	1827
uc010gmv.1	RUNX1	861
uc002yuh.1	RUNX1	861
uc002yuo.1	RUNX1	861
uc002yuk.2	RUNX1	861
uc010gmu.1	RUNX1	861
uc002yuj.2	RUNX1	861
uc002yui.1	RUNX1	861
uc002yum.1	AML1/AMP19 fusion	861
uc010gmw.1	RUNX1	861
uc002yur.1	RUNX1	861
uc002yut.1	RUNX1	861
uc002yul.1	AML1/AMP19 fusion	861
uc002yun.1	AML1	861
uc002yup.1	AX746823	n/a
uc002yuv.1	SETD4	54093
uc002yuy.1	SETD4	54093
uc002yux.1	SETD4	54093
uc002yuw.1	SETD4	54093
uc002yuu.1	C21orf18	54093
uc002yuz.1	SETD4	54093
uc002yva.1	SETD4	54093
uc002yvc.1	CR594732	n/a
uc002yvf.1	AB004851	n/a
uc002yvd.1	BC047014	n/a
uc002yvl.1	CLDN14	23562
uc002yvk.1	CLDN14	23562
uc010gna.1	CLDN14	23562
uc002yvm.1	CLDN14	23562
uc002yvn.1	CLDN14	23562
uc002yvo.1	CLDN14	23562
uc002yvs.1	HLCS	3141
uc010gnb.1	HLCS	3141
uc010gnc.1	HLCS	3141
uc002yvx.1	PIGP	51227
uc002yvw.1	PIGP	51227
uc002yvy.1	PIGP	51227
uc002ywf.1	DSCR3	10311
uc010gnm.1	DSCR3	10311
uc010gnn.1	DSCR3	10311
uc010gnl.1	DSCR3	10311
uc002ywn.1	AL109792	n/a
uc002ywo.1	KCNJ6	3763
uc002ywp.1	DSCR4	10281
uc002yxb.1	ERG	2078
uc002yxa.1	ERG	2078
uc010gnw.1	ERG	2078
uc010gnx.1	ERG	2078
uc010gnv.1	ERG	2078
uc002ywz.1	ERG	2078
uc002yxc.2	ERG	2078
uc010gny.1	ERG	2078
uc010gnz.1	ERG	2078
uc002yxd.2	AY204746	400866
uc010goa.1	AY204747	400866
uc002yxh.1	NM_001001692	n/a
uc002yxi.1	PSMG1	8624
uc002yxj.1	PSMG1	8624
uc010gob.1	c21-lrp	8624
uc002yxk.1	BRWD1	54014
uc002yxl.1	BRWD1	54014
uc002yxm.1	BRWD1	54014
uc010goc.1	WDR9	54014
uc010goe.1	WDR9	54014
uc010gof.1	WDR9	54014
uc010gog.1	WDR9	54014
uc010goh.1	WDR9	54014
uc010goi.1	WDR9	54014
uc010god.1	WDR9	54014
uc002yxo.1	HMGN1	3150
uc002yxr.1	HMGN1	3150
uc002yxp.1	HMGN1	3150
uc002yxq.1	HMGN1	3150
uc002yxu.1	LCA5L	150082
uc002yxv.1	LCA5L	150082
uc002yxw.1	LCA5L	150082
uc002yxx.1	LCA5L	150082
uc002yxy.2	LCA5L	150082
uc010gok.1	C21orf88	114041
uc002yyd.2	C21orf88	114041
uc002yyq.1	DSCAM	1826
uc002yyr.1	DSCAM	1826
uc002yyv.1	AK094492	284835
uc002yyz.1	PLAC4	191585
uc002yzj.1	TMPRSS2	7113
uc010gor.1	TMPRSS2	7113
uc010gos.1	TMPRSS2	7113
uc010got.1	C21orf129	n/a
uc002yzn.1	RIPK4	54101
uc002yzq.1	PRDM15	63977
uc002yzo.1	PRDM15	63977
uc002yzr.1	PRDM15	63977
uc002yzp.1	PRDM15	63977
uc002yzw.1	C2CD2	25966
uc002yzv.1	C2CD2	25966
uc002yzu.1	C2CD2	25966
uc002yzx.1	C2CD2	25966
uc002yzt.1	C2CD2	25966
uc002yzs.1	C2CD2	25966
uc002yzz.2	ZNF295	49854
uc002zab.2	ZNF295	49854
uc002yzy.2	ZNF295	49854
uc010gou.1	ZNF295	49854
uc010gov.1	ZNF295	49854
uc002zac.2	ZNF295	49854
uc002zaa.2	ZNF295	49854
uc002zah.1	AX748362	n/a
uc002zak.1	C21orf128	n/a
uc002zav.1	TFF3	7033
uc002zaw.1	TFF2	7032
uc002zax.1	TFF1	7031
uc002zbb.1	TMPRSS3	64699
uc002zba.1	TMPRSS3	64699
uc002zaz.1	TMPRSS3	64699
uc002zbd.1	TMPRSS3	64699
uc002zbc.1	TMPRSS3	64699
uc002zay.1	TMPRSS3	64699
uc002zbg.1	RSPH1	89765
uc002zbk.1	BC041455	n/a
uc002zbl.2	BC033260	n/a
uc002zci.1	WDR4	10785
uc002zck.1	WDR4	10785
uc010gph.1	WDR4	10785
uc010gpg.1	WDR4	10785
uc002zcl.1	WDR4	10785
uc002zcj.1	AX747730	n/a
uc002zco.1	C21orf105	n/a
uc002zcv.1	CBS	875
uc002zct.1	CBS	875
uc002zcu.1	CBS	875
uc002zcw.2	CBS	875
uc002zcs.1	CBS	875
uc002zcx.1	CBS	875
uc002zcz.1	U2AF1	7307
uc002zda.1	U2AF1	7307
uc002zdb.1	U2AF1	7307
uc002zcy.1	U2AF1	7307
uc010gpi.1	U2AF1	7307
uc002zdc.1	DKFZp313J1712	7307
uc002zdf.1	SIK1	150094
uc002zdh.1	C21orf84	114038
uc002zdi.1	HSF2BP	11077
uc002zdr.1	CSTB	1476
uc002zdt.1	LOC284837	284837
uc010gpn.1	LOC284837	284837
uc002zdu.1	LOC284837	284837
uc002zee.1	ICOSLG	23308
uc002zef.1	ICOSLG	23308
uc010gpp.1	ICOSLG	23308
uc002zeh.1	DNMT3L	29947
uc002zeg.1	DNMT3L	29947
uc002zep.2	C21orf2	755
uc002zeo.1	C21orf2	755
uc002zeq.2	C21orf2	755
uc002zer.2	C21orf2	755
uc010gps.1	C21orf2	755
uc002zes.1	C21orf2	755
uc002zez.1	AK057275	n/a
uc002zfb.1	DQ598454	n/a
uc002zfc.1	DQ601137	n/a
uc002zfd.1	DQ588725	n/a
uc002zfe.1	C21orf29	54084
uc010gpv.1	C21orf29	54084
uc002zfh.1	KRTAP10-1	386677
uc002zfi.1	KRTAP10-2	386679
uc002zfj.1	KRTAP10-3	386682
uc002zfl.1	KRTAP10-5	386680
uc002zfm.1	KRTAP10-6	386674
uc002zfs.1	KRTAP12-4	386684
uc002zfu.1	KRTAP12-2	353323
uc002zfv.1	KRTAP12-1	353332
uc002zfx.1	UBE2G2	7327
uc002zfy.1	UBE2G2	7327
uc002zfz.1	SUMO3	6612
uc002zga.1	SUMO3	6612
uc002zgb.1	PTTG1IP	754
uc002zgf.2	ITGB2	3689
uc002zgg.1	ITGB2	3689
uc002zgd.1	ITGB2	3689
uc002zge.1	ITGB2	3689
uc010gpw.1	ITGB2	3689
uc002zgj.2	C21orf67	n/a
uc002zgk.2	C21orf67	n/a
uc002zgi.1	C21orf67	n/a
uc002zgn.1	BC046564	n/a
uc002zgo.2	BC027456	378825
uc002zhb.1	POFUT2	23275
uc002zhc.1	POFUT2	23275
uc002zhd.1	POFUT2	23275
uc002zha.1	KIAA0958	23275
uc002zhh.1	C21orf123	378832
uc002zhl.1	SLC19A1	6573
uc010gpz.1	SLC19A1	6573
uc002zhm.1	SLC19A1	6573
uc010gpy.1	SLC19A1	6573
uc002zho.1	AK123852	n/a
uc002zif.1	FTCD	10841
uc002zih.1	FTCD	10841
uc010gqg.1	FTCD	10841
uc002zig.1	FTCD	10841
uc010gqf.1	FTCD	10841
uc002zie.1	FTCD	10841
uc002zii.1	C21orf56	84221
uc002zij.1	LSS	4047
uc002zil.1	LSS	4047
uc002zik.1	LSS	4047
uc002zir.1	MCM3AP	8888
uc002ziq.1	MCM3AP	8888
uc002zip.1	MCM3AP	8888
uc002zio.1	KIAA0572	8888
uc002zjf.1	C21orf58	54058
uc002zjc.1	C21orf58	54058
uc002zja.2	C21orf58	54058
uc010gqj.1	C21orf58	54058
uc002ziz.2	C21orf58	54058
uc002zjg.1	C21orf58	54058
uc002zjk.1	CR604262	n/a
uc002zju.1	S100B	6285
uc002zjv.1	S100B	6285
uc002zkc.1	DQ590589	n/a
uc002zke.1	AX747556	n/a
uc002zkf.1	DQ579288	n/a
uc002zkg.1	DQ590127	n/a
uc002zkh.1	DQ590589	n/a
uc002zki.1	BC016022	n/a
uc002zkl.2	FLJ00219	n/a
uc002zkk.1	BC070106	n/a
uc010gqn.1	DQ786213	n/a
uc002zkm.1	DQ579288	n/a
uc002zkn.1	DQ579288	n/a
uc002zko.1	DQ579288	n/a
uc002zka.1	LOC100132288	100132288
uc002zkd.1	DQ596563	n/a
uc002zkp.1	DQ583610	n/a
uc002zkt.2	BC040855	n/a
uc002zky.1	DQ590589	n/a
uc002zlk.2	AY458019	n/a
uc002zll.1	CR605662	n/a
uc002zln.1	AY395518	n/a
uc002zlo.1	DQ571479	n/a
uc002zlr.1	psiTPTE22	387590
uc002zlt.2	psiTPTE22	387590
uc010gqq.1	psiTPTE22	387590
uc002zlq.2	psiTPTE22	387590
uc002zls.1	psiTPTE22	387590
uc010gqr.1	CECR8	27437
uc002zlx.1	CECR7	100130418
uc002zly.1	IL17RA	23765
uc010gqt.1	IL17RA	23765
uc002zlz.1	AX748298	n/a
uc002zmc.2	BC021738	n/a
uc002zmi.2	CECR4	100130717
uc010gqw.1	CECR2	27443
uc010gqv.1	CECR2	27443
uc002zml.2	CECR2	27443
uc002zmm.1	CECR2	27443
uc002zmn.2	KIAA1740	27443
uc002zmo.2	KIAA1740	27443
uc002zmp.1	SLC25A18	83733
uc002zmq.1	SLC25A18	83733
uc010gqx.1	SLC25A18	83733
uc002zmw.1	BCL2L13	23786
uc002zmx.1	MIL1	23786
uc002zmv.1	BCL2L13	23786
uc002zmu.1	BCL2L13	23786
uc002zmy.1	DKFZp451F173	23786
uc010gqy.1	MIL1	23786
uc010gqz.1	MIL1	23786
uc002zmz.1	MIL1	23786
uc002zna.1	BCL2L13	23786
uc002znb.2	AK026026	n/a
uc002zno.1	AK123935	100192420
uc002znp.2	PEX26	55670
uc002znq.2	PEX26	55670
uc002znv.1	TUBA8	51807
uc002znr.2	TUBA8	51807
uc002znt.1	PEX26	55670
uc002znu.1	TUBA8	51807
uc002znw.1	TUBA8	51807
uc002znx.1	TUBA8	51807
uc002zny.1	USP18	11274
uc010grg.1	AK129567	n/a
uc002zoe.2	DKFZp434K191	n/a
uc010grj.1	DKFZp434K191	n/a
uc002zoc.2	POM121-like 1	n/a
uc002zof.2	DKFZp434K191	n/a
uc002zoh.2	DGCR6	8214
uc002zoi.2	DGCR6	8214
uc002zog.1	DGCR6	8214
uc002zom.1	KIAA1647	26220
uc002zon.1	KIAA1647	26220
uc002zoo.1	CR623368	n/a
uc002zop.1	DQ581778	25787
uc002zow.1	TSSK2	23617
uc002zpg.1	MRPL40	64976
uc002zph.1	MRPL40	64976
uc002zpl.1	CR625276	n/a
uc002zpr.1	CDC45L	8318
uc002zps.1	CDC45L	8318
uc002zpt.1	CDC45L	8318
uc002zpv.1	SEPT5	5413
uc002zpz.1	GP1BB	5413
uc002zpx.1	SEPT5	5413
uc002zpw.1	SEPT5	5413
uc002zpy.1	GP1BB	5413
uc002zqc.1	TBX1	6899
uc002zqb.1	TBX1	6899
uc002zqa.1	TBX1	6899
uc002zqu.1	COMT	1312
uc002zqv.1	COMT	1312
uc002zqx.1	COMT	1312
uc002zqt.1	COMT	1312
uc002zqw.1	COMT	1312
uc002zrc.1	C22orf25	128989
uc002zrd.1	DKFZp761P1121	128989
uc010grw.1	C22orf25	128989
uc002zrh.1	DKFZp761P1121	128989
uc002zrf.1	C22orf25	128989
uc002zrb.1	C22orf25	128989
uc010gry.1	DKFZp761P1121	128989
uc010grx.1	DKFZp761P1121	128989
uc002zrg.1	C22orf25	128989
uc002zre.1	C22orf25	128989
uc002zri.1	DGCR8	54487
uc010grz.1	DGCR8	54487
uc002zrj.1	DGCR8	54487
uc002zro.1	RANBP1	5902
uc002zrp.2	RANBP1	5902
uc002zrq.1	ZDHHC8	29801
uc002zrr.1	ZDHHC8	29801
uc010gsa.1	ZDHHC8	29801
uc002zrt.1	Em:AC006547.7	150197
uc002zrw.1	KIAA1653	n/a
uc002zry.1	AK129567	n/a
uc002zsa.1	AK094309	n/a
uc002zrz.1	AX747971	n/a
uc002zsh.1	ZNF74	7625
uc002zsi.1	ZNF74	7625
uc010gsn.1	ZNF74	7625
uc010gsm.1	ZNF74	7625
uc002zsg.1	ZNF74	7625
uc002zsp.1	MED15	51586
uc002zsq.1	MED15	51586
uc010gso.1	MED15	51586
uc002zsr.1	MED15	51586
uc002zss.1	MED15	51586
uc002zst.1	MED15	51586
uc002zsu.1	MED15	51586
uc002zsn.1	PCQAP	51586
uc002zso.1	PCQAP	51586
uc002zsw.1	DQ583001	266697
uc002zsx.1	DKFZp434N035	84222
uc002ztb.1	SERPIND1	3053
uc002ztc.1	SERPIND1	3053
uc002zte.1	SNAP29	9342
uc002ztf.1	CRKL	1399
uc002ztg.1	CRKL	1399
uc002zti.1	BC127858	n/a
uc002ztj.1	AIFM3	150209
uc002ztk.1	AIFM3	150209
uc002zto.1	LZTR1	8216
uc002ztl.1	AIFM3	150209
uc002ztm.1	AIFM3	150209
uc002ztn.1	LZTR1	8216
uc010gsr.1	LZTR1	8216
uc002ztp.1	LZTR1	8216
uc002ztv.1	AK097739	439931
uc002ztu.1	CR597525	439931
uc002ztt.1	BC065749	439931
uc010gsu.1	P2RX6	9127
uc002zuc.1	HP2XM	9127
uc002ztz.2	P2RX6	9127
uc002zua.2	HP2XM	9127
uc010gst.1	HP2XM	9127
uc002zug.2	AK128646	400891
uc002zuh.2	BC028231	400891
uc002zui.2	BCR	n/a
uc010gsx.1	AK129567	n/a
uc002zuk.2	BC039313	n/a
uc002zul.2	AK128837	n/a
uc002zup.2	DKFZp434K191	29797
uc010gtc.1	DKFZp434K191	29797
uc010gtb.1	BC112340	29797
uc010gtd.1	DKFZp434K191	29797
uc002zuq.2	RIMBP3B	150221
uc002zur.2	HIC2	23119
uc002zus.2	HIC2	23119
uc002zuu.1	AK094309	n/a
uc010gtf.1	AK308704	n/a
uc002zut.1	AK094490	n/a
uc002zuz.1	UBE2L3	7332
uc002zva.1	UBE2L3	7332
uc010gti.1	UBE2L3	7332
uc002zve.1	CCDC116	164592
uc002zvf.1	SDF2L1	23753
uc002zvh.2	PPIL2	23759
uc002zvi.2	PPIL2	23759
uc002zvg.2	PPIL2	23759
uc010gtj.1	PPIL2	23759
uc002zvk.2	PPIL2	23759
uc002zvv.1	IGLV2-14	n/a
uc002zvx.1	VPREB1	7441
uc010gto.1	BX641141	n/a
uc002zwr.1	IGL1	n/a
uc010gtu.1	C1 segment	n/a
uc002zws.2	C3	n/a
uc002zwl.1	BC040190	n/a
uc002zwm.2	BCR	n/a
uc002zwn.1	DQ570150	n/a
uc010gts.1	GGTLC2	91227
uc010gtt.1	GGTL4	91227
uc002zwu.1	GNAZ	2781
uc002zwv.1	RAB36	9609
uc010gtw.1	RAB36	9609
uc002zww.1	BCR	613
uc002zwx.1	BCR	613
uc010gtx.1	BCR-ABL	613
uc002zwy.1	BCR variant protein	613
uc010gty.1	BCR	n/a
uc002zxn.1	RGL4	266747
uc002zxo.1	Rgr	266747
uc002zxq.1	Rgr	266747
uc002zxp.1	Rgr	266747
uc002zxv.1	C22orf15	150248
uc010gud.1	C22orf15	150248
uc002zxu.1	C22orf15	150248
uc002zxx.1	MMP11	4320
uc002zxy.1	MMP11	4320
uc002zxz.1	MMP11	4320
uc002zyb.1	SMARCB1	6598
uc002zyc.1	SMARCB1	6598
uc002zyd.1	SMARCB1	6598
uc002zya.2	SMARCB1	6598
uc002zye.1	Ini1	6598
uc002zyf.1	Ini1	6598
uc002zyg.1	Ini1	6598
uc010gue.1	Ini1	6598
uc002zym.2	SLC2A11	66035
uc002zyn.2	SLC2A11	66035
uc002zyp.2	SLC2A11	66035
uc002zyo.2	SLC2A11	66035
uc002zyl.1	SLC2A11	66035
uc002zyr.1	MIF	4282
uc002zyy.2	DDTL	100037417
uc002zzb.2	GSTT2	2953
uc002zzc.2	Em:AP000351.3	2953
uc002zzi.1	CABIN1	23523
uc002zzj.1	CABIN1	23523
uc002zzl.1	CABIN1	23523
uc010guk.1	KIAA0330	23523
uc002zzk.1	KIAA0330	23523
uc002zzm.1	KIAA0330	23523
uc010gul.1	KIAA0330	23523
uc002zzn.1	SUSD2	56241
uc002zzs.2	DKFZp434P211	29774
uc002zzw.1	CYTSA	23384
uc002zzy.2	ADORA2A	135
uc002zzv.2	CYTSA	23384
uc003aac.1	ADORA2A	135
uc002zzx.1	ADORA2A	135
uc010gup.1	ADORA2A	135
uc010guq.1	ADORA2A	135
uc003aab.1	ADORA2A	135
uc010gun.1	EU036692	n/a
uc010guo.1	ADORA2A	135
uc003aaf.1	UPB1	51733
uc003aae.1	BUP1	51733
uc010gur.1	BUP1	51733
uc003aam.1	SNRPD3	6634
uc003aau.1	GGT1	2678
uc003aav.1	GGT1	2678
uc003aax.1	GGT1	2678
uc003aan.1	GGT1	2678
uc003aaw.1	GGT1	2678
uc003aat.1	GGT1	2678
uc003aas.1	GGT1	2678
uc003aay.1	GGT1	2678
uc010gus.1	BCR	644165
uc003abe.1	TOP1P2	7152
uc003abg.2	SGSM1	129049
uc003abh.2	SGSM1	129049
uc010guu.1	SGSM1	129049
uc003abj.2	SGSM1	129049
uc003abi.1	SGSM1	129049
uc003abf.2	KIAA1941	129049
uc003abl.1	KIAA1671	85379
uc003abn.1	KIAA1671	85379
uc003abo.1	CRYBB3	1417
uc003abp.1	CRYBB2	1415
uc003abr.1	IGLL3	91353
uc003abt.2	BC047380	n/a
uc003abv.2	BC004918	n/a
uc003abu.2	BC037884	n/a
uc003abx.2	ADRBK2	157
uc003aby.2	ADRBK2	157
uc003abw.2	ADRBK2	157
uc010gux.1	ADRBK2	157
uc003abz.1	MYO18B	84700
uc010guy.1	MYO18B	84700
uc003aca.1	MYO18B	84700
uc010guz.1	MYO18B	84700
uc010gva.1	bk125H2.1	84700
uc010gvb.1	MYO18B	84700
uc003acb.1	SEZ6L	23544
uc003acc.1	SEZ6L	23544
uc003acd.1	SEZ6L	23544
uc003ace.1	SEZ6L	23544
uc003acf.1	SEZ6L	23544
uc010gvc.1	SEZ6L	23544
uc003acg.1	ASPHD2	57168
uc010gve.1	SRRD	402055
uc003acp.2	SRRD	402055
uc003acu.1	CR608203	n/a
uc010gvf.1	DQ591554	n/a
uc003acz.2	CRYBA4	1413
uc003adb.1	MIAT	440823
uc003ada.1	MIAT	440823
uc003adc.1	MIAT	440823
uc003add.1	MIAT	440823
uc003adf.1	AK026502	440823
uc003adi.2	CR936633	n/a
uc003adq.1	KIAA1648	284900
uc003ado.1	KIAA1648	284900
uc003adn.1	BC016779	284900
uc003aea.1	HSCB	150274
uc003aeb.1	CCDC117	150275
uc003aeg.2	ZNRF3	84133
uc003aeh.1	ZNRF3	84133
uc003aek.1	KREMEN1	83999
uc003ael.1	KREMEN1	83999
uc003aem.1	EMID1	129080
uc003aen.1	EMID1	129080
uc003aeo.1	EMID1	129080
uc003aep.1	EMID1	129080
uc003aet.1	EWSR1	2130
uc003aeu.1	EWSR1	2130
uc003aev.1	EWSR1	2130
uc003aew.1	EWSR1	2130
uc003aex.1	EWSR1	2130
uc003aey.1	EWSR1	2130
uc003aez.1	EWSR1	2130
uc003aes.2	EWSR1	2130
uc003afa.1	GAS2L1	10634
uc003afb.1	GAS2L1	10634
uc003afc.1	GAS2L1	10634
uc010gvm.1	GAS2L1	10634
uc003afd.1	GAS2L1	10634
uc003afe.1	GAS2L1	10634
uc003afn.1	RFPL1	5988
uc003afo.1	NEFH	4744
uc003afp.2	KIAA0845	4744
uc003age.2	NF2	4771
uc003agf.2	NF2	4771
uc003agg.2	NF2	4771
uc003afy.2	NF2	4771
uc003aga.2	NF2	4771
uc003agh.2	NF2	4771
uc003agi.2	NF2	4771
uc003afz.2	NF2	4771
uc003agj.2	NF2	4771
uc003agb.2	NF2	4771
uc003agc.2	NF2	4771
uc003agk.2	NF2	4771
uc003agd.2	NF2	4771
uc010gvp.1	NF2	4771
uc003agl.1	CABP7	164633
uc003agp.1	UCRC	29796
uc003agq.1	UCRC	29796
uc003agu.2	MTMR3	8897
uc003agv.2	MTMR3	8897
uc003agw.2	MTMR3	8897
uc003agy.1	HORMAD2	150280
uc003aha.2	MGC20647	n/a
uc003ahn.1	LOC550631	550631
uc003ahm.1	LOC550631	550631
uc003ahr.1	SEC14L2	23541
uc003ahw.1	MTP18	51537
uc003ahx.1	MTP18	51537
uc003ahq.2	SEC14L2	23541
uc003ahs.1	KIAA1186	23541
uc003ahv.1	SEC14L2	51537
uc003ahu.2	SEC14L2	23541
uc010gvv.1	KIAA1186	23541
uc010gvx.1	KIAA1186	51537
uc003aht.1	KIAA1186	23541
uc010gvy.1	MTP18	51537
uc010gvw.1	KIAA1186	23541
uc003aip.1	TCN2	6948
uc003aiq.1	TCN2	6948
uc003air.1	TCN2	6948
uc003ais.1	SLC35E4	339665
uc003ait.2	SLC35E4	339665
uc003aiy.1	OSBP2	23762
uc003aiz.1	OSBP2	23762
uc010gwc.1	OSBP2	23762
uc003aja.1	OSBP2	23762
uc003ajb.1	OSBP2	23762
uc010gwd.1	KIAA1664	23762
uc003aix.1	OSBP2	23762
uc003ajd.1	C22orf27	150291
uc003ajc.1	C22orf27	150291
uc003ajg.1	dJ1198O21.1	55000
uc003ajh.1	dJ1198O21.1	55000
uc003aji.1	dJ1198O21.1	55000
uc003ajj.1	TUG1	55000
uc003ajf.1	dJ1198O21.1	55000
uc003ajk.1	SMTN	6525
uc003ajl.1	SMTN	6525
uc003ajm.1	SMTN	6525
uc003ajn.1	SMTN	6525
uc010gwe.1	SMTN	6525
uc003ajo.1	SMTN	6525
uc003ajp.1	AX747817	6525
uc003ajt.2	INPP5J	27124
uc003ajv.2	PIB5PA	27124
uc003ajs.2	PIB5PA	27124
uc003aju.2	INPP5J	27124
uc010gwg.1	PIB5PA	27124
uc003ajw.2	PIB5PA	27124
uc003ajx.1	INPP5J	27124
uc003ajy.1	INPP5J	27124
uc003ajz.1	PIB5PA	27124
uc010gwf.1	PIB5PA	27124
uc003akb.1	RNF185	91445
uc010gwh.1	RNF185	91445
uc003ake.1	RNF185	91445
uc003akc.1	RNF185	91445
uc003akj.1	LIMK2	3985
uc003akk.1	LIMK2	3985
uc003akh.1	LIMK2	3985
uc003akg.1	LIMK2	3985
uc003aki.1	LIMK2	3985
uc003akt.2	Em:AC005003.4	n/a
uc003aku.1	DRG1	4733
uc003akv.1	CR617637	n/a
uc003ale.1	SFI1	9814
uc003alf.1	SFI1	9814
uc003alg.1	SFI1	9814
uc003alh.1	KIAA0542	9814
uc010gwi.1	KIAA0542	9814
uc003ald.1	SFI1	9814
uc003ali.1	SFI1	9814
uc003alj.1	SFI1	9814
uc003als.1	DEPDC5	9681
uc003alr.1	DEPDC5	9681
uc003alt.1	DEPDC5	9681
uc003alu.1	DEPDC5	9681
uc003alv.1	KIAA0645	9681
uc003alw.1	DEPDC5	9681
uc010gwk.1	KIAA0645	9681
uc003alz.1	YWHAH	7533
uc010gwl.1	YWHAH	7533
uc003ama.1	YWHAH	7533
uc010gwm.1	YWHAH	7533
uc003amb.1	LOC402057	402057
uc003amc.1	SLC5A1	6523
uc010gwn.1	RFPL3	10738
uc003amj.1	RFPL3	10738
uc003amq.1	FBXO7	25793
uc003amt.1	FBXO7	25793
uc003amu.1	FBXO7	25793
uc003amr.1	FBXO7	25793
uc003ams.1	FBXO7	25793
uc003amp.1	FBXO7	25793
uc003amv.1	FBXO7	25793
uc003anb.1	TIMP3	7078
uc003ang.2	BC043255	n/a
uc003anh.2	BC035866	n/a
uc003anf.1	AK057493	n/a
uc003anj.1	ISX	91464
uc003ank.1	HMGXB4	10042
uc003anl.1	HMGXB4	10042
uc003anm.1	HMGXB4	10042
uc003ann.1	TOM1	10043
uc003ano.1	tom1	10043
uc003anp.1	TOM1	10043
uc003anq.1	TOM1	10043
uc003anr.1	tom1	10043
uc003ans.1	tom1	10043
uc003ant.1	HMOX1	3162
uc003anu.2	MCM5	4174
uc010gwr.1	MCM5	4174
uc003anv.2	MCM5	4174
uc003anw.1	MCM5	4174
uc010gws.1	MCM5	4174
uc003anx.1	RASD2	23551
uc003any.1	RASD2	23551
uc003aoe.1	APOL6	80830
uc003aod.2	APOL6	80830
uc003aof.1	APOL5	80831
uc003ape.1	APOL1	8542
uc003apf.1	APOL1	8542
uc010gwx.1	APOL1	8542
uc003apc.1	APOL1	8542
uc003apt.1	AK123632	n/a
uc003apy.2	NCF4	4689
uc003apz.2	NCF4	4689
uc003aqa.2	CSF2RB	1439
uc003aqc.2	CSF2RB	1439
uc003aqj.1	MPST	4357
uc003aqk.1	MPST	4357
uc003aql.1	MPST	4357
uc003aqm.1	MPST	4357
uc003aqi.1	MPST	4357
uc003aqn.1	MPST	4357
uc003aqo.1	MPST	4357
uc003aqq.2	KCTD17	79734
uc010gxb.1	KCTD17	79734
uc010gxc.1	KCTD17	79734
uc010gxa.1	KCTD17	79734
uc003arf.1	CYTH4	27128
uc003are.1	FLJ00017	27128
uc003ard.2	CYTH4	27128
uc010gxe.1	CYT4	27128
uc003asz.2	CDC42EP1	11135
uc003atc.1	GGA1	26088
uc003atd.1	GGA1	26088
uc003atb.1	GGA1	26088
uc003ate.1	GGA1	26088
uc003atf.1	GGA1	26088
uc003ati.1	SH3BP1	23616
uc003atm.1	PDXP	57026
uc003atg.1	SH3BP1	23616
uc003atj.1	DKFZp762E117	23616
uc003ath.1	SH3BP1	23616
uc003atk.1	DKFZp762E117	23616
uc003atn.1	LGALS1	3956
uc003att.1	TRIOBP	11078
uc003atw.1	TRIOBP	11078
uc003atv.1	TRIOBP	11078
uc003atp.1	NOL12	79159
uc003atu.1	TRIOBP	11078
uc010gxh.1	TRIOBP	11078
uc003atx.1	TRIOBP	11078
uc003atq.1	TRIOBP	11078
uc003ato.1	NOL12	79159
uc003atr.1	TRIOBP	11078
uc003ats.1	TRIOBP	11078
uc003aty.1	H1F0	3005
uc003atz.1	GCAT	23464
uc003aua.1	GCAT	23464
uc003aub.1	GALR3	8484
uc003auf.1	EIF3L	51386
uc003aue.1	EIF3L	51386
uc003aug.1	EIF3EIP	51386
uc003auh.1	EIF3L	51386
uc003aui.1	MICALL1	85377
uc003aul.1	POLR2F	5435
uc003aum.1	POLR2F	5435
uc010gxi.1	POLR2F	5435
uc003aup.2	AK098727	n/a
uc003auq.1	PICK1	9463
uc003aur.1	PICK1	9463
uc003aus.1	PICK1	9463
uc003aut.1	PICK1	9463
uc003avc.1	MAFF	23764
uc003avd.1	MAFF	23764
uc003avi.1	BC127823	n/a
uc003avv.1	KDELR3	11015
uc003avu.1	KDELR3	11015
uc003awb.1	CBY1	25776
uc003awc.1	CBY1	25776
uc003awe.1	TOMM22	56993
uc003awg.1	GTPBP1	9567
uc003awn.1	APOBEC3A	200315
uc003awo.1	APOBEC3B	9582
uc003awp.1	APOBEC3B	9582
uc003awq.1	APOBEC3B	9582
uc003awr.1	APOBEC3C	27350
uc010gxt.1	AK094570	n/a
uc003aww.1	APOBEC3F	200316
uc003awv.1	APOBEC3F	200316
uc003awt.2	APOBEC3D	140564
uc010gxu.1	APOBEC3D	140564
uc010gxv.1	APOBEC3F	200316
uc003awu.2	bK150C2.9	140564
uc003aws.2	APOBEC3D	140564
uc003awx.1	APOBEC3G	60489
uc003awy.1	APOBEC3G	60489
uc010gxw.1	APOBEC3H	164668
uc003axa.2	APOBEC3H	164668
uc003axu.1	MAP3K7IP1	10454
