#hg18.kgXref.kgID	hg18.kgXref.geneSymbol	hg18.knownToLocusLink.value
uc001bgz.1	UPLC1	55616
uc001bgy.1	ASAP3	55616
uc001bhc.1	DDEFL1	55616
uc001bhd.2	BC038455	n/a
uc001bhe.1	E2F2	1870
uc001bhh.2	ID3	3399
uc001bhg.1	CR623483	3399
uc001bhp.1	AL049675	n/a
uc001bhv.1	GALE	2582
uc001bhx.1	GALE	2582
uc009vqo.1	GALE	2582
uc009vqp.1	GALE	2582
uc001bhw.1	GALE	2582
uc001bhy.1	GALE	2582
uc001bhz.1	GALE	2582
uc001bia.1	GALE	2582
uc009vqq.1	GALE	2582
uc001bib.1	HMGCL	3155
uc001bic.1	HMGCL	3155
uc001bid.1	HMGCL	3155
uc009vqs.1	HMGCL	3155
uc009vqr.1	HMGCL	3155
uc001bie.1	FUCA1	2517
uc009vqt.1	Nbla10230/alpha-L-fucosidase	2517
uc001bif.1	CNR2	1269
uc009vqu.1	CNR2	1269
uc009vra.1	FUSIP1	10772
uc009vqx.1	FUSIP1	10772
uc001bij.1	FUSIP1	10772
uc009vqz.1	FUSIP1	10772
uc009vqw.1	FUSIP1	10772
uc009vqy.1	FUSIP1	10772
uc001bin.2	MYOM3	127294
uc001bim.2	MYOM3	127294
uc001bio.2	MYOM3	127294
uc001bip.1	MYOM3	127294
uc001bil.2	MYOM3	127294
uc001biq.1	IL22RA1	58985
uc009vrb.1	IL22R	58985
uc001bir.1	IL28RA	163702
uc001bis.1	IL28RA	163702
uc001bit.1	IL28RA	163702
uc001biu.1	IL28RA	163702
uc001biv.2	IL28RA	163702
uc001biw.1	DQ595936	n/a
uc001bja.1	C1orf201	90529
uc001bjb.1	C1orf201	90529
uc001bjd.1	C1orf201	90529
uc001bjc.1	C1orf201	90529
uc001bje.1	C1orf201	90529
uc001bjf.2	C1orf201	90529
uc001bjr.1	RUNX3	864
uc001bjq.1	RUNX3	864
uc009vrj.1	RUNX3	864
uc009vrl.1	AML2	864
uc009vrk.1	RUNX3	864
uc001bjs.2	AX747207	864
uc001bjt.1	SYF2	25949
uc001bju.1	SYF2	25949
uc001bjv.1	SYF2	25949
uc001bjw.1	C1orf63	57035
uc001bkd.1	AX747205	n/a
uc001bkf.1	RHCE	6006
uc001bkg.1	RHCE	6006
uc001bkh.1	RHCE	6006
uc001bki.1	RHCE	6006
uc001bkj.1	RHCE	6006
uc001bkw.1	C1orf135	79000
uc001bkx.1	PAQR7	164091
uc009vsa.1	PAQR7	164091
uc001bky.1	C1orf215	3925
uc001bla.1	STMN1	3925
uc001blc.1	STMN1	3925
uc001bkz.1	STMN1	3925
uc001blb.1	STMN1	3925
uc001bld.2	PAFAH2	5051
uc001ble.2	PAFAH2	5051
uc001blg.1	SLC30A2	7780
uc001blh.1	SLC30A2	7780
uc001bli.1	TRIM63	84676
uc001blw.1	UBXN11	91544
uc001bma.1	UBXN11	91544
uc001bly.1	UBXN11	91544
uc001blz.1	UBXN11	91544
uc001bmb.1	UBXN11	91544
uc001blv.1	UBXD5	91544
uc001blx.1	UBXD5	91544
uc001bmd.2	AIM1L	55057
uc001bmf.2	AIM1L	55057
uc009vsh.1	AIM1L	55057
uc009vsi.1	BC139743	n/a
uc001bmh.1	ZNF683	257101
uc009vsj.1	ZNF683	257101
uc001bmg.1	ZNF683	257101
uc001bmo.1	AL050085	n/a
uc001bnd.1	GPN2	54707
uc001bne.1	GPATCH3	63906
uc009vsp.1	DKFZp547G125	63906
uc001bnf.1	NR0B2	8431
uc001bni.1	C1orf172	126695
uc001bnk.1	FAM46B	115572
uc001bnm.1	SLC9A1	6548
uc001bnl.1	SLC9A1	6548
uc001bnn.1	SLC9A1	6548
uc009vss.1	BC087732	6548
uc001bny.1	MAP3K6	9064
uc009vsw.1	MAP3K6	9064
uc001bnz.1	MAP3K6	9064
uc001boa.1	FCN3	8547
uc001bob.1	FCN3	8547
uc001boc.1	CD164L2	388611
uc001bof.1	WASF2	10163
uc001boe.2	CR624826	10163
uc009vsy.1	AHDC1	27245
uc009vta.1	AHDC1	27245
uc001boh.1	AHDC1	27245
uc009vsz.1	AHDC1	27245
uc001bol.1	FGR	2268
uc001bok.1	FGR	2268
uc001bom.1	FGR	2268
uc001boj.1	FGR	2268
uc001boi.1	FGR	2268
uc001bon.1	IFI6	2537
uc001boo.1	IFI6	2537
uc001bop.1	IFI6	2537
uc001bpe.1	RPA2	6118
uc001bpd.1	RPA2	6118
uc001bpi.1	EYA3	2140
uc001bpj.2	EYA3	2140
uc001bpk.1	EYA3	2140
uc001bpl.1	PTAFR	5724
uc009vtf.1	PTAFR	5724
uc001bpm.2	PTAFR	5724
uc009vte.1	PTAFR	5724
uc001bpn.1	DNAJC8	22826
uc001bpo.1	SPF31	22826
uc001bqs.2	SNORA44	677825
uc001bqr.2	SNORA61	677838
uc001bqt.2	SNORA16A	692073
uc001bqp.2	TRG11	85028
uc001bqk.2	TRG11	85028
uc001bql.2	TRG11	85028
uc001bqm.2	TRG11	85028
uc001bqn.2	TRG11	85028
uc001bqo.2	TRG11	85028
uc001bqq.1	SNORD99	692212
uc001bqy.1	TAF12	6883
uc001bqw.1	TAF12	6883
uc001bqx.1	TAF12	6883
uc009vti.1	TAF12	6883
uc001brn.1	TMEM200B	399474
uc009vto.1	TMEM200B	399474
uc001bro.1	SFRS4	6429
uc009vtp.1	SFRS4	6429
uc001brp.1	MECR	51102
uc001brq.1	MECR	51102
uc001brr.1	MECR	51102
uc001brs.1	MECR	51102
uc001brt.1	MECR	51102
uc001bry.2	BC042538	n/a
uc001brz.1	MATN1	4146
uc001bsa.1	MATN1	4146
uc001bsc.1	LAPTM5	7805
uc001bse.2	SDC3	9672
uc001bsd.2	SDC3	9672
uc001bsh.1	PUM1	9698
uc001bsi.1	PUM1	9698
uc001bsk.1	PUM1	9698
uc001bsj.1	PUM1	9698
uc001bsg.1	PUM1	9698
uc001bsf.1	PUM1	9698
uc009vts.1	SNORD103A	692234
uc001bsl.1	SNORD85	692200
uc001bsn.1	NKAIN1	79570
uc001bso.1	SNRNP40	9410
uc009vtt.1	DKFZp434D199	9410
uc001bss.1	FABP3	2170
uc001bth.1	PEF1	553115
uc001btg.1	PEF1	553115
uc001btf.1	PEF1	553115
uc001bte.1	AX747565	553115
uc001btk.1	COL16A1	1307
uc001btj.1	COL16A1	1307
uc001btl.2	COL16A1	1307
uc001bti.1	COL16A1	1307
uc001btn.1	BAI2	576
uc001bto.1	BAI2	576
uc001btq.1	BAI2	576
uc001btp.1	BAI 2	576
uc001btm.1	BAI 2	576
uc009vty.1	BAI 2	576
uc001bts.1	SPOCD1	90853
uc001btu.2	SPOCD1	90853
uc001btv.2	SPOCD1	90853
uc001btt.2	SPOCD1	90853
uc001btw.1	SPOCD1	90853
uc001btr.1	BC069257	90853
uc001btx.1	CR601100	n/a
uc001bty.1	PTP4A2	8073
uc001btz.1	PTP4A2	8073
uc001buq.2	C1orf91	56063
uc001buo.2	UNQ548	56063
uc001bup.2	C1orf91	56063
uc009vub.1	C1orf91	56063
uc001buv.2	LOC339483	339483
uc001buu.2	LOC339483	339483
uc001but.2	LOC339483	339483
uc001bvd.1	MARCKSL1	65108
uc001bve.1	BC111382	n/a
uc001bvi.1	BSDC1	55108
uc001bvg.2	UNQ2494	55108
uc001bvj.1	BSDC1	55108
uc001bvh.2	BSDC1	55108
uc001bvp.1	ZBTB8OS	339487
uc001bvq.1	ZBTB8OS	339487
uc001bvo.1	ARCH	339487
uc001bvt.2	SYNC	81493
uc001bvy.1	YARS	8565
uc001bvx.1	YARS	8565
uc001bvw.1	YARS	8565
uc001bwf.1	FNDC5	252995
uc001bwg.1	FNDC5	252995
uc001bwe.2	DKFZp779L0160	252995
uc001bwi.1	TMEM54	113452
uc001bwj.1	TMEM54	113452
uc001bwk.1	TMEM54	113452
uc001bwl.2	RNF19B	127544
uc001bwm.2	RNF19B	127544
uc001bwo.1	AK2	204
uc001bwp.1	AK2	204
uc001bwq.1	AK2	204
uc009vud.1	AK2	204
uc001bxa.1	AX747064	n/a
uc001bxb.1	TRIM62	55223
uc001bxd.1	A3GALT2	127550
uc001bxg.1	PHC2	1912
uc001bxe.1	PHC2	1912
uc009vuh.1	PHC2	1912
uc001bxh.1	PHC2	1912
uc001bxf.1	PHC2	1912
uc001bxi.1	PHC2	1912
uc001bxn.1	CSMD2	114784
uc001bxm.1	CSMD2	114784
uc001bxo.1	CSMD2	114784
uc001byb.1	C1orf212	113444
uc009vuo.1	C1orf212	113444
uc001byc.1	DLGAP3	58512
uc001byh.1	ZMYM6	9204
uc009vup.1	KIAA1353	9204
uc001byf.1	ZMYM6	9204
uc009vuq.1	ZMYM6	9204
uc009vur.1	ZNF258	9204
uc001byi.2	DKFZp762A1615	9204
uc001byk.2	DKFZp762A1615	9204
uc001byj.2	DKFZp762A1615	9204
uc001bye.1	ZMYM6	n/a
uc001byd.2	ZMYM6	n/a
uc001bys.1	SFPQ	6421
uc001byr.2	SFPQ	6421
uc001byq.2	AL831889	n/a
uc001byp.2	BX537811	n/a
uc001byv.1	AF119915	n/a
uc001byx.1	KIAA0319L	79932
uc001byy.1	KIAA0319L	79932
uc001byw.1	KIAA0319L	79932
uc001byz.1	KIAA0319L	79932
uc001bzg.1	PSMB2	5690
uc001bzf.1	PSMB2	5690
uc001bzd.1	PSMB2	5690
uc001bzh.1	C1orf216	127703
uc009vuw.1	C1orf216	127703
uc001bzi.1	CLSPN	63967
uc009vux.1	CLSPN	63967
uc001bzv.1	COL8A2	1296
uc001bzw.1	COL8A2	1296
uc001bzx.1	TRAPPC3	27095
uc001bzy.1	TRAPPC3	27095
uc001caj.1	FAM176B	55194
uc001cai.1	FAM176B	55194
uc001cak.1	STK40	83931
uc001cal.1	STK40	83931
uc001cam.1	STK40	83931
uc009vva.1	FLJ00113	83931
uc001can.1	STK40	83931
uc001cao.1	LSM10	84967
uc009vvb.1	LSM10	84967
uc001cap.1	C1orf102	127700
uc001car.1	C1orf102	127700
uc001caq.1	C1orf102	127700
uc001cas.2	MRPS15	64960
uc001cav.1	CSF3R	1441
uc001caw.1	CSF3R	1441
uc001cax.1	CSF3R	1441
uc001cay.1	CSF3R	1441
uc001cau.1	CSF3R	1441
uc001cat.1	CSF3R	1441
uc009vvc.1	CSF3R	1441
uc001caz.2	GRIK3	2899
uc001cba.1	GRIK3	2899
uc001cbe.1	C1orf149	64769
uc009vvd.1	C1orf149	64769
uc001cbh.1	C1orf149	64769
uc001cbf.1	C1orf149	64769
uc001cbg.1	C1orf149	64769
uc001cbd.1	C1orf149	64769
uc001cbi.1	SNIP1	79753
uc001cbk.1	GNL2	29889
uc009vve.1	GNL2	29889
uc001cbl.1	RSPO1	284654
uc009vvf.1	RSPO1	284654
uc001cbm.1	RSPO1	284654
uc009vvg.1	RSPO1	284654
uc001cbp.1	C1orf109	54955
uc001cbo.1	C1orf109	54955
uc001cbq.1	C1orf109	54955
uc001cbn.1	C1orf109	54955
uc009vvi.1	EPHA10	284656
uc001cbw.2	EPHA10	284656
uc001cbv.1	EPHA10	284656
uc001cbu.2	EPHA10	284656
uc009vvh.1	EPHA10	284656
uc001cbt.2	EPHA10	284656
uc001cca.1	YRDC	79693
uc001cce.1	MTF1	4520
uc009vvj.1	MTF1	4520
uc001ccg.1	INPP5B	3633
uc009vvk.1	INPP5B	3633
uc001ccf.1	INPP5B	3633
uc001cch.2	INPP5B	3633
uc001cci.1	SF3A3	10946
uc001cck.1	FHL3	2275
uc001ccj.1	FHL3	2275
uc001ccl.1	FHL3	2275
uc001ccm.1	FHL3	2275
uc009vvl.1	FHL3	2275
uc001ccp.1	POU3F1	5453
uc001ccq.1	RRAGC	64121
uc001ccs.1	MYCBP	26292
uc001cct.1	GJA9	81025
uc009vvn.1	GJA9	81025
uc001ccr.1	RRAGC	64121
uc001ccu.1	RHBDL2	54933
uc001ccv.2	RHBDL2	54933
uc001cdk.1	LOC728448	728448
uc001cdj.1	LOC728448	728448
uc001cdn.1	PABPC4	8761
uc001cdl.1	PABPC4	8761
uc001cdm.1	PABPC4	8761
uc001cdo.1	SNORA55	677834
uc001cdp.1	HEYL	26508
uc001cdq.1	NT5C1A	84618
uc001cdr.1	HPCAL4	51440
uc001cdz.1	BMP8B	656
uc001cea.1	BMP8B	656
uc001ceb.1	OXCT2	64064
uc009vvu.1	OXCT2	64064
uc009vvw.1	TRIT1	54802
uc001cem.1	TRIT1	54802
uc001cen.1	TRIT1	54802
uc001ceg.2	TRIT1	54802
uc001ceo.1	TRIT1	54802
uc001ceh.2	TRIT1	54802
uc001cep.1	TRIT1	54802
uc009vvv.1	TRIT1	54802
uc001cei.2	TRIT1	54802
uc001ceq.1	TRIT1	54802
uc001cec.2	MOD5	54802
uc001cek.1	TRIT1	54802
uc001ced.2	TRIT1	54802
uc001cee.2	MOD5	54802
uc001cef.2	MOD5	54802
uc009vvx.1	MOD5	54802
uc001cel.1	MOD5	54802
uc001cer.1	MYCL1	4610
uc001ces.1	MYCL1	4610
uc001cet.1	MYCL1	4610
uc001cfb.1	PPT1	5538
uc009vwa.1	PPT1	5538
uc001cff.1	CR591289	n/a
uc001cfh.1	COL9A2	1298
uc001cfi.1	COL9A2	1298
uc001cfu.1	RIMS3	9783
uc001cfv.1	RIMS3	9783
uc001cgj.1	CITED4	163732
uc001cgm.1	SLFNL1	200172
uc001cgn.1	SLFNL1	200172
uc009vwg.1	SLFNL1	200172
uc009vwf.1	SLFNL1	200172
uc001cgo.1	SCMH1	22955
uc001cgq.1	SCMH1	22955
uc001cgr.1	SCMH1	22955
uc001cgp.1	SCMH1	22955
uc001cgs.1	SCMH1	22955
uc001cgt.1	SCMH1	22955
uc001cgx.1	EDN2	1907
uc001cgu.1	EDN2	1907
uc001cgv.1	EDN2	1907
uc009vwh.1	EDN2	1907
uc001cgw.1	EDN2	1907
uc009vwi.1	EDN2	1907
uc009vwj.1	EDN2	1907
uc001cgz.2	HIVEP3	59269
uc001cha.2	HIVEP3	59269
uc001cgy.1	KIAA1555	59269
uc001chb.1	KRC	59269
uc001chd.1	GUCA2A	2980
uc001chf.1	FOXJ3	22887
uc001che.1	FOXJ3	22887
uc001chg.1	FOXJ3	22887
uc001chh.1	FOXJ3	22887
uc001chj.1	ZMYND12	84217
uc001cht.1	CLDN19	149461
uc001chu.2	CLDN19	149461
uc001chv.2	LEPRE1	64175
uc001chx.2	LEPRE1	64175
uc001chw.2	LEPRE1	64175
uc001chy.2	LEPRE1	64175
uc001chz.1	CR623026	64175
uc001cib.1	CCDC23	374969
uc001cik.2	SLC2A1	6513
uc001cin.1	EBNA1BP2	10969
uc001cio.1	EBNA1BP2	10969
uc001cim.1	EBNA1BP2	10969
uc001cit.2	C1orf210	149466
uc001cjb.1	ELOVL1	64834
uc001ciz.1	ELOVL1	64834
uc001cjc.1	ELOVL1	64834
uc001cja.1	ELOVL1	64834
uc001cje.1	MED8	112950
uc001cjg.2	MED8	112950
uc001cjf.2	MED8	112950
uc001cjp.1	HYI	81888
uc001cjn.1	HYI	81888
uc001cjo.1	HYI	81888
uc001cjm.1	HYI	81888
uc001cjy.2	BC094867	n/a
uc001cll.1	SLC6A9	6536
uc001cln.1	SLC6A9	6536
uc001clm.1	SLC6A9	6536
uc009vxd.1	SLC6A9	6536
uc009vxe.1	SLC6A9	6536
uc001clt.1	ERI3	79033
uc009vxg.1	ERI3	79033
uc001clu.1	PRNPIP	79033
uc001cmc.1	TMEM53	79639
uc001cmd.1	TMEM53	79639
uc009vxh.1	TMEM53	79639
uc001cmb.1	TMEM53	79639
uc001cmm.1	BEST4	266675
uc001cmp.1	TCTEX1D4	343521
uc009vxj.1	TCTEX1D4	343521
uc001cms.1	PTCH2	8643
uc001cmt.1	EIF2B3	8891
uc001cmu.1	EIF2B3	8891
uc001cmv.1	EIF2B3	8891
uc001cmw.1	EIF2B3	8891
uc009vxk.1	HECTD3	79654
uc001cmy.2	HECTD3	79654
uc001cmx.2	HECTD3	79654
uc001cnd.2	ZSWIM5	57643
uc001cnm.1	MUTYH	4595
uc001cnl.1	MUTYH	4595
uc001cnf.1	MUTYH	4595
uc001cni.1	MUTYH	4595
uc001cnh.1	MUTYH	4595
uc009vxp.1	MUTYH	4595
uc009vxo.1	MUTYH	4595
uc001cng.1	MUTYH	4595
uc001cnn.1	MUTYH	4595
uc001cno.1	MUTYH	4595
uc001cnj.1	MUTYH	4595
uc001cnk.1	MUTYH	4595
uc009vxn.1	MUTYH	4595
uc001cns.1	TESK2	10420
uc009vxs.1	TESK2	10420
uc009vxr.1	TESK2	10420
uc001cnw.2	LOC126661	126661
uc009vxt.1	LOC126661	126661
uc001cnu.2	LOC126661	126661
uc001cnv.2	LOC126661	126661
uc009vxu.1	LOC126661	126661
uc001cnt.2	LOC126661	126661
uc001coa.1	PRDX1	5052
uc001cob.1	PRDX1	5052
uc001coc.1	PRDX1	5052
uc001cnz.1	PRDX1	5052
uc009vxy.1	CCDC17	149483
uc001com.2	CCDC17	149483
uc001con.2	CCDC17	149483
uc009vxz.1	CCDC17	149483
uc001cop.1	GPBP1L1	60313
uc001coq.1	GPBP1L1	60313
uc001coo.1	GPBP1L1	60313
uc001cot.1	IPP	3652
uc001cou.1	IPP	3652
uc001cos.2	IPP	3652
uc001cpc.2	PIK3R3	8503
uc001cpb.2	PIK3R3	8503
uc009vyc.1	PIK3R3	8503
uc009vyb.1	PIK3R3	8503
uc001cpe.1	POMGNT1	55624
uc001cpg.1	POMGNT1	55624
uc001cpf.1	UDP-GlcNAc	55624
uc001cpi.1	UDP-GlcNAc	55624
uc001cpj.2	UDP-GlcNAc	55624
uc001cph.1	AK026430	55624
uc001cpn.1	LRRC41	10489
uc001cpo.1	LRRC41	10489
uc009vyh.1	KNCN	148930
uc001cpy.2	KNCN	148930
uc001cqb.1	MKNK1	8569
uc001cqa.1	MKNK1	8569
uc001cqc.1	MKNK1	8569
uc001cpz.1	DKFZp686E14208	8569
uc009vyi.1	MKNK1	8569
uc009vyj.1	MNK1B	8569
uc001cqd.1	MNK1B	8569
uc001cqe.2	MOBKL2C	148932
uc001cqf.2	MOBKL2C	148932
uc001cqh.1	ATPAF1	64756
uc001cqi.1	ATPAF1	64756
uc009vyk.1	ATPAF1	64756
uc001cqg.1	ATPAF1	64756
uc001cqk.2	KIAA0494	9813
uc001cql.1	KIAA0494	9813
uc001cqo.1	CYP4Z2P	163720
uc009vyn.1	CYP4Z2P	163720
uc001cqp.2	CYP4A11	1579
uc001cqq.2	CYP4A11	1579
uc001cqw.1	PDZK1IP1	10158
uc001crc.1	STIL	6491
uc001crd.1	STIL	6491
uc001cqx.1	TAL1	6886
uc001cre.1	STIL	6491
uc001crg.1	STIL	6491
uc001crf.1	STIL	6491
uc001cqy.1	TAL1	6886
uc009vyq.1	TAL1	6886
uc001cra.1	TAL1	6886
uc001crb.1	STIL	6886
uc001cqz.1	TAL1	6886
uc001crj.1	AX748181	n/a
uc001crl.1	BC006113	84793
uc001crr.1	SPATA6	54558
uc001crs.1	SPATA6	54558
uc001crt.1	SPATA6	54558
uc001cru.2	AGBL4	84871
uc001crv.1	AGBL4	84871
uc001crx.2	BEND5	79656
uc001crw.2	C1orf165	79656
uc009vyv.1	DMRTA2	63950
uc001cse.1	FAF1	11124
uc009vyx.1	FAF1	11124
uc009vyw.1	FAF1	11124
uc001csk.1	TTC39A	22996
uc001csm.1	TTC39A	22996
uc001csl.1	TTC39A	22996
uc001csn.2	TTC39A	22996
uc009vyy.1	TTC39A	22996
uc001cso.1	C1orf34	22996
uc001csj.1	TTC39A	22996
uc001csq.1	EPS15	2060
uc009vyz.1	EPS15	2060
uc001csp.2	EPS15	2060
uc001csr.1	EPS15	2060
uc001ctc.2	NRD1	4898
uc001ctd.2	NRD1	4898
uc009vzb.1	NRD1	4898
uc001cte.2	NRD1	4898
uc001ctf.2	NRD1	4898
uc009vzc.1	NRD1	4898
uc001ctg.1	AK090844	4898
uc001cth.1	RAB3B	5865
uc001cti.1	TXNDC12	51060
uc001ctj.1	KTI12	112970
uc001ctq.1	CC2D1B	200014
uc001cts.1	CC2D1B	200014
uc001ctr.1	CC2D1B	200014
uc001ctt.1	ORC1L	4998
uc001ctu.1	ORC1L	4998
uc009vzd.1	ORC1L	4998
uc001ctx.2	ZCCHC11	23318
uc001cty.2	ZCCHC11	23318
uc001ctz.2	ZCCHC11	23318
uc009vze.1	ZCCHC11	23318
uc009vzf.1	ZCCHC11	23318
uc001cub.2	ZCCHC11	23318
uc001cuc.2	ZCCHC11	23318
uc001cua.1	ZCCHC11	23318
uc001cud.2	ZCCHC11	23318
uc001cui.1	C1orf163	65260
uc001cuo.2	ECHDC2	55268
uc001cup.2	ECHDC2	55268
uc001cun.2	ECHDC2	55268
uc001cuy.1	SLC1A7	6512
uc001cuz.2	SLC1A7	6512
uc001cux.1	SLC1A7	6512
uc001cvd.1	C1orf123	54987
uc001cve.1	C1orf123	54987
uc001cvc.1	C1orf123	54987
uc001cvf.1	MAGOH	4116
uc001cvi.1	LRP8	7804
uc001cvj.1	LRP8	7804
uc001cvk.1	LRP8	7804
uc001cvl.1	LRP8	7804
uc001cvh.1	LRP8	7804
uc001cvm.1	LRP8	7804
uc001cvp.1	FLJ40434	163742
uc009vzj.1	BC128117	163742
uc001cvr.1	GLIS1	148979
uc001cvs.1	TMEM48	55706
uc001cvt.1	TMEM48	55706
uc009vzk.1	TMEM48	55706
uc001cvu.1	YIPF1	54432
uc001cvw.1	YIPF1	54432
uc001cvv.1	YIPF1	54432
uc001cvx.1	YIPF1	54432
uc001cvy.1	DKFZp761P7010	54432
uc001cwh.1	HSPB11	51668
uc001cwi.1	HSPB11	51668
uc001cwm.1	LDLRAD1	388633
uc009vzn.1	LDLRAD1	388633
uc001cwp.1	TMEM59	9528
uc001cwo.1	TMEM59	9528
uc001cwq.1	TMEM59	9528
uc001cws.1	TMEM59	9528
uc001cwr.1	TMEM59	9528
uc001cwn.1	TMEM59	9528
uc009vzo.1	CYB5RL	606495
uc001cwv.1	CDCP2	200008
uc001cwx.2	FLJ00377	606495
uc001cwy.2	FLJ00377	606495
uc001cww.1	FLJ00377	606495
uc001cxe.1	SSBP3	23648
uc001cxf.1	SSBP3	23648
uc001cxg.1	SSBP3	23648
uc001cxd.1	SSBP3	23648
uc001cxn.1	FAM151A	338094
uc001cxy.1	PARS2	25973
uc009vzs.1	PARS2	25973
uc009vzt.1	TTC22	55001
uc001cxz.2	TTC22	55001
uc001cyc.1	DHCR24	1718
uc001cyg.2	USP24	23358
uc001cyj.1	PPAP2B	8613
uc001cym.2	C1orf168	199920
uc001cyl.1	DKFZp686O04253	199920
uc009vzu.1	DKFZp686O04253	199920
uc009vzv.1	C1orf168	199920
uc001cyn.2	BC048114	n/a
uc001cyp.1	C8B	732
uc001cys.1	DAB1	1600
uc001cyy.1	OMA1	115209
uc001cyt.1	DAB1	1600
uc009vzx.1	DAB1	1600
uc009vzw.1	DAB1	1600
uc001cyq.1	DAB1	1600
uc001cyr.1	DAB1	1600
uc001cyx.1	OMA1	115209
uc009vzz.1	OMA1	115209
uc009vzy.1	LOC644928	644928
uc001cyw.1	AX746780	n/a
uc001cyz.2	TACSTD2	4070
uc009wab.1	MYSM1	114803
uc001czc.2	KIAA1915	114803
uc009waa.1	MYSM1	114803
uc001czd.2	MYSM1	114803
uc001cza.2	KIAA1915	n/a
uc001cze.1	JUN	3725
uc001czq.1	CYP2J2	1573
uc001czs.1	C1orf87	127795
uc001czr.1	C1orf87	127795
uc001czt.1	AK097193	n/a
uc001czu.2	BC030753	n/a
uc001czz.1	TM2D1	83941
uc001dah.2	KANK4	163782
uc001dai.2	KANK4	163782
uc001dag.2	KANK4	163782
uc001daf.2	KANK4	163782
uc001dap.1	DOCK7	85440
uc001daq.1	DOCK7	85440
uc001dan.1	DOCK7	85440
uc001dao.1	DOCK7	85440
uc001dam.1	DOCK7	85440
uc009wah.1	DOCK7	85440
uc001dar.1	KIAA1771	85440
uc001dav.2	BC040309	n/a
uc001daw.1	BC040309	n/a
uc001dba.1	ITGB3BP	23421
uc001dbb.1	ITGB3BP	23421
uc001dbc.1	NRIF3	23421
uc001dbd.1	NRIF3	23421
uc009wak.1	ITGB3BP	23421
uc001dbe.1	ITGB3BP	23421
uc001dbk.2	BC040909	n/a
uc001dbl.2	AK096291	n/a
uc001dbu.1	JAK1	3716
uc009wam.1	JAK1	3716
uc009wal.1	JAK1	3716
uc001dbv.2	AK128734	3716
uc001dbw.2	BC035370	n/a
uc001dbx.1	CS266569	n/a
uc001dcl.1	DD211622	n/a
uc001dcm.1	DD211622	n/a
uc001dcw.1	INSL5	10022
uc001dcx.1	WDR78	79819
uc001dcy.1	WDR78	79819
uc009waw.1	WDR78	79819
uc009wax.1	WDR78	79819
uc001dcz.1	WDR78	79819
uc001ddk.1	SLC35D1	23169
uc001ddl.1	C1orf141	400757
uc001ddm.1	C1orf141	400757
uc001ddn.1	C1orf141	400757
uc001ddv.1	SERBP1	26135
uc001ddw.1	SERBP1	26135
uc001ddx.1	SERBP1	26135
uc001ddy.1	SERBP1	26135
uc001dea.1	GNG12	55970
uc001ded.1	DIRAS3	9077
uc009wbe.1	DIRAS3	9077
uc001dee.1	GPR177	79971
uc001def.1	GPR177	79971
uc001deg.1	GPR177	79971
uc009wbf.1	GPR177	79971
uc001deh.1	GPR177	79971
uc001dei.1	RPE65	6121
uc001dem.2	DEPDC1	55635
uc001del.2	DEPDC1	55635
uc001dek.2	DEPDC1-V1	55635
uc001dej.2	DEPDC1	55635
uc001der.1	LRRC40	55631
uc001dex.2	ANKRD13C	81573
uc009wbk.1	ANKRD13C	81573
uc001dey.2	ANKRD13C	81573
uc001dfg.1	PTGER3	5733
uc001dfh.1	PTGER3	5733
uc009wbo.1	PTGER3	5733
uc001dfi.1	PTGER3	5733
uc001dfk.1	PTGER3	5733
uc001dfj.1	PTGER3	5733
uc001dfo.1	PTGER3	5733
uc001dfp.1	PTGER3	5733
uc001dfl.1	PTGER3	5733
uc001dfq.1	PTGER3	5733
uc001dfm.1	PTGER3	5733
uc001dfn.2	PTGER3	5733
uc009wbn.1	PTGER3	5733
uc009wbm.1	PTGER3	5733
uc001dfs.1	ZRANB2	9406
uc001dft.1	ZRANB2	9406
uc001dfw.1	NEGR1	257194
uc001dfv.1	NEGR1	257194
uc001dfy.2	LRRIQ3	127255
uc001dfz.2	LRRIQ3	127255
uc001dgg.1	C1orf173	127254
uc001dgi.2	C1orf173	127254
uc001dgj.1	CRYZ	1429
uc001dgk.1	CRYZ	1429
uc001dgl.1	CRYZ	1429
uc001dgm.1	DKFZp686C16101	1429
uc001dgp.1	AK055631	n/a
uc001dgu.1	SLC44A5	204962
uc001dgr.1	SLC44A5	204962
uc001dgs.1	SLC44A5	204962
uc001dgt.1	SLC44A5	204962
uc001dgv.1	CR936677	n/a
uc001dhe.1	ASB17	127247
uc001dhf.1	ASB17	127247
uc001dhk.1	PIGK	10026
uc001dhl.1	PIGK	10026
uc009wbx.1	PIGK	10026
uc001dhq.1	ZZZ3	26009
uc001dhr.1	ZZZ3	26009
uc001dhp.1	ZZZ3	26009
uc009wbz.1	ZZZ3	26009
uc001dht.1	USP33	23032
uc001dhu.1	USP33	23032
uc001dhw.1	USP33	23032
uc001dhv.1	USP33	23032
uc001dhs.1	USP33	23032
uc009wca.1	AK094056	23032
uc001dii.1	FUBP1	8880
uc001dih.2	FUBP1	8880
uc001diq.2	ELTD1	64123
uc001dix.2	U80773	n/a
uc001diz.2	BC036594	n/a
uc001dja.1	AK097722	n/a
uc001djc.1	TTLL7	79739
uc001djd.1	TTLL7	79739
uc001djg.1	TTLL7	79739
uc001dje.1	TTLL7	79739
uc001djb.1	TTLL7	79739
