#hg38.kgXref.kgID	hg38.kgXref.geneSymbol	hg38.knownToLocusLink.value
uc003dfr.3	NEK4	6787
uc003dfw.1	AX746575	n/a
uc003dfz.3	ITIH4	3700
uc011ben.2	ITIH4	3700
uc003dgc.4	TMEM110-MUSTN1	100526772
uc003dgd.3	TMEM110	375346
uc003dga.4	MUSTN1	389125
uc011bem.2	ITIH4	3700
uc003dfy.3	ITIH4	3700
uc011bel.2	ITIH4	3700
uc003dgb.5	TMEM110-MUSTN1	100526772
uc010hmq.1	MUSTN1	389125
uc010hmp.1	AK309031	n/a
uc032rny.1	MIR8064	102465866
uc003dgh.3	SFMBT1	51460
uc010hmr.3	SFMBT1	51460
uc032rnz.1	AF205198	n/a
uc003dgj.3	RFT1	91869
uc011beq.3	TKT	7086
uc011ber.3	TKT	7086
uc003dgq.4	TKT	7086
uc003dgo.3	TKT	7086
uc011beo.2	TKT	7086
uc003dgp.3	TKT	7086
uc032rob.1	DCP1A	55802
uc021wzk.2	DCP1A	55802
uc032roc.1	JC172250	n/a
uc032rod.1	DQ587130	n/a
uc003dgz.3	CHDH	55349
uc003dhd.4	ACTR8	93973
uc003dhc.4	ACTR8	93973
uc003dhb.4	ACTR8	93973
uc021wzm.1	SELK	58515
uc003dhj.3	ESRG	790952
uc003dhk.1	CACNA2D3-AS1	100874237
uc003dhl.3	LRTM1	57408
uc032rog.1	DQ587130	n/a
uc010hmw.4	WNT5A	7474
uc003dhn.4	WNT5A	7474
uc003dhm.3	WNT5A	7474
uc010hmx.4	WNT5A	7474
uc003dhr.1	ERC2	26059
uc003dht.1	ERC2	26059
uc003dhq.1	ERC2	26059
uc003dho.1	ERC2	26059
uc003dhp.1	ERC2	26059
uc003dhs.4	ERC2-IT1	711
uc021wzp.1	MIR3938	100500875
uc032roi.1	JA429835	n/a
uc003die.4	FAM208A	23272
uc003dic.4	FAM208A	23272
uc003did.4	FAM208A	23272
uc003dib.4	FAM208A	23272
uc032rok.1	DQ580701	n/a
uc003dih.2	ARHGEF3	50650
uc011bew.2	ARHGEF3	50650
uc003dif.2	ARHGEF3	50650
uc003dig.2	ARHGEF3	50650
uc011bev.1	ARHGEF3	50650
uc010hmy.1	ARHGEF3	50650
uc003dii.2	ARHGEF3	50650
uc003dil.3	IL17RD	54756
uc010hna.3	IL17RD	54756
uc003dik.3	IL17RD	54756
uc011bex.1	IL17RD	54756
uc003din.4	HESX1	8820
uc032roo.1	ASB14	142686
uc003dip.1	ASB14	142686
uc003dit.2	DNAH12	201625
uc003diu.2	DNAH12	201625
uc032rop.1	DNAH12	201625
uc010hnc.2	DNAH12	201625
uc032roq.1	DQ600650	n/a
uc032ror.1	DQ571825	n/a
uc003dix.4	ARF4	378
uc003dja.3	DENND6A	201627
uc003djn.4	BC041347	n/a
uc003djo.2	DNASE1L3	1776
uc011bfd.2	DNASE1L3	1776
uc003djq.1	DNASE1L3	1776
uc032row.1	DQ575296	n/a
uc032rox.1	DQ588911	n/a
uc003dkf.4	PDHB	5162
uc011bff.2	PDHB	5162
uc003dke.4	PDHB	5162
uc003dkg.4	PDHB	5162
uc003dkl.3	ACOX2	8309
uc032rpc.1	DQ575296	n/a
uc032rpd.1	DQ588911	n/a
uc032rpe.1	DQ588545	n/a
uc003dkm.4	FAM107A	11170
uc003dko.4	FAM107A	11170
uc003dkn.4	FAM107A	11170
uc010hnm.4	FAM107A	11170
uc003dkp.1	FAM107A	11170
uc003dkq.3	FAM3D	131177
uc003dkt.1	C3orf67	200844
uc003dkv.1	C3orf67	200844
uc003dkw.3	C3orf67	200844
uc003dks.1	C3orf67	200844
uc011bfg.1	C3orf67	200844
uc003dkr.1	C3orf67	200844
uc032rpg.1	DQ575296	n/a
uc032rph.1	DQ588547	n/a
uc032rpj.1	DQ593458	n/a
uc032rpk.1	DQ593458	n/a
uc032rpl.1	DQ587130	n/a
uc003dkx.4	FHIT	2272
uc003dky.3	FHIT	2272
uc010hnn.1	FHIT	2272
uc032rpm.1	DQ600650	n/a
uc003dkz.3	NPCDRG	n/a
uc032rpn.1	JC172092	n/a
uc032rpo.1	JC172241	n/a
uc032rpp.1	DQ587130	n/a
uc032rpq.1	DQ575296	n/a
uc032rpr.1	DQ588910	n/a
uc032rps.1	DQ580215	n/a
uc032rpt.1	JC172329	n/a
uc003dld.6	PTPRG-AS1	100506994
uc010hnp.3	PTPRG-AS1	100506994
uc003dle.4	PTPRG-AS1	100506994
uc010hno.5	PTPRG-AS1	100506994
uc003dli.2	FEZF2	55079
uc003dlh.2	FEZF2	55079
uc003dll.2	CADPS	8618
uc003dlm.2	CADPS	8618
uc003dln.2	CADPS	8618
uc021wzv.1	CADPS	8618
uc003dlk.1	CADPS	8618
uc003dlj.1	CADPS	8618
uc031sai.1	SYNPR-AS1	100874016
uc003dlt.5	THOC7	80145
uc032rpx.1	THOC7	80145
uc003dlu.5	THOC7	80145
uc003dmb.2	PSMD6	9861
uc003dma.2	PSMD6	9861
uc031saj.1	PSMD6	9861
uc003dmd.2	PSMD6	9861
uc003dlz.2	PSMD6	9861
uc021wzz.1	LINC00994	100287879
uc003dmf.3	PRICKLE2	166336
uc032rqa.1	JC172092	n/a
uc003dmg.3	ADAMTS9	56999
uc011bfo.2	ADAMTS9	56999
uc003dmh.1	ADAMTS9	56999
uc003dmk.1	ADAMTS9	56999
uc011bfp.1	ADAMTS9	56999
uc003dmm.3	MAGI1	9223
uc003dmn.3	MAGI1	9223
uc003dmo.3	MAGI1	9223
uc032rqb.1	MAGI1	9223
uc003dmp.3	MAGI1	9223
uc010hny.2	MAGI1	9223
uc021xac.1	MAGI1	9223
uc010hnx.1	MAGI1	9223
uc003dmr.3	MAGI1	9223
uc032rqc.1	AK056866	n/a
uc003dmq.1	AK124433	n/a
uc003dmx.3	LRIG1	26018
uc010hoa.3	LRIG1	26018
uc010hnz.3	LRIG1	26018
uc003dmw.3	LRIG1	26018
uc011bfu.2	LRIG1	26018
uc032rqd.1	DQ593458	n/a
uc003dna.4	SUCLG2	8801
uc021xae.1	SUCLG2	8801
uc010hob.3	SUCLG2	8801
uc032rqi.1	JC172329	n/a
uc032rqk.1	DQ580215	n/a
uc032rqn.1	PSMC1	n/a
uc032rqo.1	HV533514	n/a
uc021xag.1	FAM19A4	151647
uc021xah.1	FAM19A4	151647
uc003dnl.4	EOGT	285203
uc011bfw.4	EOGT	285203
uc003dnk.4	EOGT	285203
uc003dnm.1	EOGT	285203
uc003dnj.4	EOGT	285203
uc003dnn.3	TMF1	7110
uc011bfx.2	TMF1	7110
uc021xaj.1	MIR3136	100422859
uc003dno.3	UBA3	9039
uc003dnq.3	UBA3	9039
uc011bfy.2	UBA3	9039
uc011bfz.2	UBA3	9039
uc003dns.2	LMOD3	56203
uc003dnt.2	LMOD3	56203
uc003dnv.2	FRMD4B	23150
uc011bga.1	FRMD4B	23150
uc003dnu.2	FRMD4B	23150
uc003dnx.1	FRMD4B	23150
uc003dny.3	FRMD4B	23150
uc003dnw.2	FRMD4B	23150
uc032rqq.1	JC172208	n/a
uc032rqr.1	DQ580215	n/a
uc003doo.3	FOXP1	27086
uc003dop.3	FOXP1	27086
uc021xan.1	FOXP1	27086
uc021xao.1	FOXP1	27086
uc003dol.3	FOXP1	27086
uc003dom.3	FOXP1	27086
uc003doj.3	FOXP1	27086
uc003doi.3	FOXP1	27086
uc003dos.3	FOXP1	27086
uc003don.3	FOXP1	27086
uc003dok.3	FOXP1	27086
uc003doq.1	FOXP1	27086
uc003dor.1	FOXP1	27086
uc021xap.1	MIR1284	100302112
uc003dou.3	AK025793	n/a
uc010hoc.3	EIF4E3	317649
uc011bgc.2	EIF4E3	317649
uc003dox.3	EIF4E3	317649
uc011bgd.3	EIF4E3	317649
uc003dov.4	EIF4E3	317649
uc032rqs.1	FW312303	n/a
uc003dpa.4	PROK2	60675
uc003doz.4	PROK2	60675
uc032rqt.1	JB620700	n/a
uc032rqu.1	DQ580215	n/a
uc003dpb.2	LINC00877	285286
uc032rqx.1	DQ593458	n/a
uc032rqy.1	JC172208	n/a
uc003dpe.3	RYBP	23429
uc003dpf.3	SHQ1	55164
uc010hod.3	SHQ1	55164
uc003dpl.1	PDZRN3	23024
uc011bgf.1	PDZRN3	23024
uc010hoe.1	PDZRN3	23024
uc011bgg.1	PDZRN3	23024
uc011bgh.1	PDZRN3	23024
uc021xaq.1	PDZRN3	n/a
uc032rrb.1	DQ593458	n/a
uc003dpm.1	CNTN3	5067
uc032rrd.1	DQ587130	n/a
uc032rrl.1	DQ580663	n/a
uc003dpp.4	FAM86DP	692099
uc003dpq.4	FAM86DP	692099
uc003dpr.4	FAM86DP	692099
uc003dps.4	FAM86DP	692099
uc032rrm.1	DQ580215	n/a
uc011bgi.2	ZNF717	100131827
uc003dpw.3	ZNF717	100131827
uc032rrr.1	JA611241	n/a
uc032rru.1	DQ572566	n/a
uc032rrv.1	DQ578550	n/a
uc032rrw.1	DQ588547	n/a
uc003dqe.2	ROBO1	6091
uc003dqc.2	ROBO1	6091
uc003dqd.2	ROBO1	6091
uc003dqb.2	ROBO1	6091
uc010hoh.2	ROBO1	6091
uc011bgl.1	ROBO1	6091
uc003dqf.1	ROBO1	6091
uc032rry.1	JC172250	n/a
uc032rrz.1	DQ596630	n/a
uc032rsa.1	DQ596630	n/a
uc032rse.1	JC172163	n/a
uc032rsi.1	DQ596630	n/a
uc032rsj.1	DQ587876	n/a
uc032rsl.1	GBE1	2632
uc021xax.2	GBE1	2632
uc032rss.1	DQ592816	n/a
uc032rsv.1	DQ580215	n/a
uc003dqi.3	LINC00971	440970
uc031saq.1	CADM2-AS2	100874037
uc032rsy.1	DQ601017	n/a
uc032rsz.1	DQ596630	n/a
uc032rta.1	DQ600650	n/a
uc032rtb.1	JC172208	n/a
uc032rtc.1	DQ596630	n/a
uc003dqn.3	VGLL3	389136
uc032rte.1	JC172250	n/a
uc021xbb.1	MIR4795	100616161
uc010hoj.1	POU1F1	5449
uc003dqq.1	POU1F1	5449
uc032rtf.1	DQ601017	n/a
uc032rtg.1	DQ571358	n/a
uc032rth.1	DQ596630	n/a
uc003dqs.3	CGGBP1	8545
uc003dqu.3	CGGBP1	8545
uc003dqt.3	CGGBP1	8545
uc032rtj.1	DQ593458	n/a
uc003drb.4	PROS1	5627
uc003dqz.4	PROS1	5627
uc010hoo.3	PROS1	5627
uc032rtm.1	DQ596630	n/a
uc003drh.1	STX19	415117
uc003dri.3	DHFRL1	200895
uc003drj.3	DHFRL1	200895
uc032rtr.1	L13714	n/a
uc032rts.1	MIR6730	102466722
uc032rtv.1	JC172250	n/a
uc003dro.1	MTHFD2P1	100287639
uc032rtw.1	DQ578550	n/a
uc032rty.1	HW340025	n/a
uc032rua.1	JC171932	n/a
uc032rub.1	JC172329	n/a
uc032ruc.1	JC172250	n/a
uc032rue.1	DQ571825	n/a
uc032ruf.1	DQ578550	n/a
uc003dsc.1	MINA	84864
uc003dsb.1	MINA	84864
uc003dsa.2	MINA	84864
uc003drz.2	MINA	84864
uc010hpa.1	MINA	84864
uc010hpb.2	MINA	84864
uc021xbo.2	GABRR3	200959
uc032rui.1	DQ594820	n/a
uc032ruk.1	DQ587130	n/a
uc003dsq.3	CLDND1	56650
uc003dss.3	CLDND1	56650
uc003dsr.3	CLDND1	56650
uc003dst.3	CLDND1	56650
uc003dsu.3	CLDND1	56650
uc003dsv.3	CLDND1	56650
uc003dsp.3	CLDND1	56650
uc003dso.2	CLDND1	56650
uc003dsx.3	CPOX	1371
uc011bgz.2	CPOX	1371
uc031sas.1	ST3GAL6-AS1	100874207
uc003dtd.3	DCBLD2	131566
uc003dte.3	DCBLD2	131566
uc003dtf.1	DCBLD2	131566
uc032rum.1	RNU6-26P	100873741
uc032run.1	DQ575296	n/a
uc032rur.1	JB751182	n/a
uc032ruu.1	BC132847	n/a
uc003dtm.4	FILIP1L	11259
uc003dto.4	FILIP1L	11259
uc010hpf.4	FILIP1L	11259
uc010hpg.4	FILIP1L	11259
uc003dtn.4	FILIP1L	11259
uc003dtp.2	FILIP1L	11259
uc021xbs.1	MIR3921	100500859
uc032ruw.1	DQ571825	n/a
uc032rux.1	DQ578550	n/a
uc003dtw.3	TOMM70A	9868
uc003dun.3	ABI3BP	25890
uc003dul.3	ABI3BP	25890
uc011bhd.2	ABI3BP	25890
uc003duj.3	ABI3BP	25890
uc003duk.3	ABI3BP	25890
uc003duo.2	ABI3BP	25890
uc003dum.3	ABI3BP	25890
uc003dup.4	ABI3BP	25890
uc003duq.2	IMPG2	50939
uc011bhe.2	IMPG2	50939
uc010hpj.1	IMPG2	50939
uc021xbv.1	IMPG2	n/a
uc003dut.4	SENP7	57337
uc003duu.4	SENP7	57337
uc003duv.4	SENP7	57337
uc003duw.4	SENP7	57337
uc003dux.4	SENP7	57337
uc032ruy.1	SENP7	57337
uc003dus.4	SENP7	57337
uc032ruz.1	JC171896	n/a
uc032rvd.1	DQ587130	n/a
uc032rve.1	HV555621	n/a
uc003dve.4	ZBTB11	27107
uc003dvf.2	ZBTB11	27107
uc003dvh.1	RPL24	6152
uc032rvl.1	L13714	n/a
uc032rvr.1	JC172208	n/a
uc032rvs.1	L13714	n/a
uc032rvt.1	JC172329	n/a
uc032rvu.1	DQ578550	n/a
uc032rvv.1	DQ575296	n/a
uc032rvy.1	MIR548AB	100616336
uc032rvz.1	DQ578550	n/a
uc032rwc.1	DQ572566	n/a
uc032rwf.1	DQ593458	n/a
uc003dwc.3	CBLB	868
uc011bhi.2	CBLB	868
uc003dwd.2	CBLB	868
uc003dwe.2	CBLB	868
uc011bhj.1	CBLB	868
uc003dwa.3	CBLB	868
uc032rwg.1	DQ578550	n/a
uc032rwh.1	DQ578550	n/a
uc032rwi.1	DQ588545	n/a
uc032rwj.1	DQ597498	n/a
uc032rwl.1	DQ587130	n/a
uc032rwm.1	L13714	n/a
uc011bhk.2	LINC00882	100302640
uc003dwf.4	LINC00882	100302640
uc032rwn.1	DQ593458	n/a
uc032rwo.1	DQ587130	n/a
uc032rwp.1	DQ587130	n/a
uc032rwr.1	JC172329	n/a
uc003dwp.4	LINC00635	151658
uc003dwq.4	LINC00635	151658
uc010hpt.1	LINC00635	151658
uc003dwr.1	LINC00635	151658
uc032rws.1	DQ578550	n/a
uc003dwt.1	CD47	961
uc003dwv.1	CD47	961
uc003dwx.4	IFT57	55081
uc021xcc.1	IFT57	55081
uc032rwx.1	DQ578021	n/a
uc003dxa.1	MYH15	22989
uc003dxb.4	KIAA1524	57650
uc003dxc.1	KIAA1524	57650
uc010hpw.1	KIAA1524	57650
uc010hpv.1	KIAA1524	57650
uc003dxh.2	RETNLB	84666
uc003dxj.2	GUCA1C	9626
uc003dxk.2	GUCA1C	9626
uc003dxl.3	MORC1	27136
uc011bhn.2	MORC1	27136
uc032rwy.1	DQ593458	n/a
uc003dxo.3	DPPA2	151871
uc032rwz.1	DPPA2	151871
uc003dxq.4	DPPA4	55211
uc011bho.2	DPPA4	55211
uc011bhp.1	DPPA4	55211
uc032rxb.1	JC172329	n/a
uc032rxd.1	DQ572566	n/a
uc032rxe.1	DQ571825	n/a
uc003dxs.1	LOC151760	n/a
uc032rxf.1	DQ593458	n/a
uc021xcg.1	PVRL3-AS1	100506555
uc032rxi.1	DQ571825	n/a
uc003dxy.3	ZBED2	79413
uc003dys.2	GCSAM	257144
uc021xcl.1	GCSAM	257144
uc021xcm.1	GCSAM	257144
uc003dyu.3	SLC9C1	285335
uc010hqc.3	SLC9C1	285335
uc011bhu.2	SLC9C1	285335
uc032rxl.1	U92819	n/a
uc032rxm.1	U92819	n/a
uc003dza.4	BTLA	151888
uc003dzb.4	BTLA	151888
uc032rxn.1	DQ595753	n/a
uc003dzd.4	ATG3	64422
uc003dzc.4	ATG3	64422
uc010hqe.4	ATG3	64422
uc032rxo.1	LOC100506621	100506621
uc003dzf.4	CCDC80	151887
uc003dzg.4	CCDC80	151887
uc003dzh.2	CCDC80	151887
uc011bhv.3	CCDC80	151887
uc032rxp.1	RP11-572C15.5	101929694
uc010hqf.1	CD200R1L	344807
uc003dzi.1	CD200R1L	344807
uc011bhw.1	CD200R1L	344807
uc003dzj.1	CD200R1	131450
uc003dzk.1	CD200R1	131450
uc003dzl.1	CD200R1	131450
uc003dzm.1	CD200R1	131450
uc011bhx.1	CD200R1	131450
uc003dzr.3	C3orf17	25871
uc003dzt.3	C3orf17	25871
uc003dzs.3	C3orf17	25871
uc010hqg.3	C3orf17	25871
uc011bia.2	C3orf17	25871
uc003dzu.3	C3orf17	25871
uc011bib.2	C3orf17	25871
uc011bic.2	C3orf17	25871
uc011bid.2	C3orf17	25871
uc011bhz.2	C3orf17	25871
uc032rxs.1	DQ571320	n/a
uc032rxt.1	DQ571320	n/a
uc003ead.2	WDR52	55779
uc003eae.2	WDR52	55779
uc010hqk.2	WDR52	55779
uc010hqj.2	WDR52	55779
uc032rxw.1	MIR8076	102466253
uc003eag.4	SPICE1	152185
uc003eaf.4	SPICE1	152185
uc003eah.1	SPICE1	152185
uc011bie.1	SPICE1	152185
uc003eai.1	SPICE1	152185
uc032rxy.1	DQ587130	n/a
uc003eam.3	KIAA2018	205717
uc003eal.3	KIAA2018	205717
uc003ean.2	NAA50	80218
uc010hqm.2	NAA50	80218
uc011bij.2	NAA50	80218
uc003eax.3	KIAA1407	57577
uc011bin.1	KIAA1407	57577
uc011bio.1	KIAA1407	57577
uc011bip.1	KIAA1407	57577
uc003ebb.1	DRD3	1814
uc010hqn.1	DRD3	1814
uc003ebc.1	DRD3	1814
uc003ebd.2	DRD3	1814
uc010hqo.4	ZNF80	7634
uc003ebf.4	ZNF80	n/a
uc003ebh.2	MIR568	693153
uc003ebm.4	ZBTB20	26137
uc003ebn.4	ZBTB20	26137
uc003ebk.4	ZBTB20	26137
uc003ebl.4	ZBTB20	26137
uc003ebj.4	ZBTB20	26137
uc010hqp.4	ZBTB20	26137
uc003ebi.4	ZBTB20	26137
uc003ebp.3	ZBTB20	26137
uc021xcs.1	MIR4796	100616166
uc003ebs.3	LSAMP	4045
uc011bis.2	LSAMP	4045
uc010hqq.2	AK311120	n/a
uc032ryg.1	MIR4447	100616485
uc032ryh.1	DQ580663	n/a
uc032ryk.1	DQ596630	n/a
uc011biu.1	EU250752	n/a
uc032ryl.1	DQ578550	n/a
uc032rym.1	DQ596393	n/a
uc003eby.4	IGSF11	152404
uc003ebw.4	IGSF11	152404
uc003ebz.4	IGSF11	152404
uc011biv.3	IGSF11	152404
uc010hqs.4	IGSF11	152404
uc003ebx.4	IGSF11	152404
uc032ryn.1	DQ571826	n/a
uc003ech.3	B4GALT4	8702
uc003eci.3	B4GALT4	8702
uc003ecg.3	B4GALT4	8702
uc011biy.3	B4GALT4	8702
uc003ece.1	B4GALT4	8702
uc003ecl.2	TMEM39A	55254
uc003eck.2	TMEM39A	55254
uc003ecq.3	CD80	941
uc010hqt.1	CD80	941
uc010hqu.1	CD80	941
uc003ecr.1	CD80	941
uc003ecz.1	COX17	10063
uc003ecx.1	POPDC2	64091
uc031sbf.1	POPDC2	64091
uc031sbg.1	POPDC2	64091
uc031sbh.1	POPDC2	64091
uc031sbi.1	POPDC2	64091
uc031sbj.1	POPDC2	64091
uc031sbk.1	POPDC2	64091
uc031sbl.1	POPDC2	64091
uc031sba.1	POPDC2	64091
uc031sbb.1	POPDC2	64091
uc031sbc.2	POPDC2	64091
uc031sbd.2	POPDC2	64091
uc031sbe.1	POPDC2	64091
uc003ecy.2	POPDC2	64091
uc010hqw.1	POPDC2	64091
uc003eda.1	AK095366	n/a
uc003edb.1	AK095366	n/a
uc003edn.3	GSK3B	2932
uc003edo.3	GSK3B	2932
uc003edm.3	GSK3B	2932
uc032ryp.1	JC172250	n/a
uc032ryr.1	DQ597498	n/a
uc011bjf.2	GPR156	165829
uc011bjg.2	GPR156	165829
uc032ryt.1	DQ596630	n/a
uc003edr.2	LRRC58	116064
uc003eds.3	FSTL1	11167
uc021xcw.1	MIR198	406975
uc011bjh.2	FSTL1	11167
uc010hrb.2	FSTL1	11167
uc032ryu.1	DQ580663	n/a
uc003edw.3	HGD	3081
uc003edv.3	HGD	3081
uc003edx.3	RABL3	285282
uc003eeb.1	BC032918	n/a
uc003eee.4	POLQ	10721
uc003eed.3	POLQ	10721
uc032rzb.1	JC172214	n/a
uc003eeh.4	HCLS1	3059
uc011bjj.2	HCLS1	3059
uc011bjk.1	HCLS1	3059
uc011bjl.1	HCLS1	3059
uc003eei.5	GOLGB1	2804
uc010hrc.4	GOLGB1	2804
uc003eej.5	GOLGB1	2804
uc021xcy.2	GOLGB1	2804
uc010hrd.2	GOLGB1	2804
uc011bjm.1	GOLGB1	2804
uc032rzc.1	DQ580663	n/a
uc010hre.1	IQCB1	9657
uc003eek.2	IQCB1	9657
uc010hrf.1	IQCB1	9657
uc003ees.3	ILDR1	286676
uc003eer.3	ILDR1	286676
uc010hrg.3	ILDR1	286676
uc003eeq.3	ILDR1	286676
uc032rzg.1	DQ580663	n/a
uc032rzk.1	JC172250	n/a
uc032rzl.1	DQ575296	n/a
uc032rzm.1	DQ588911	n/a
uc003eey.3	CCDC58	131076
uc003efa.1	WDR5B	54554
uc010hrh.2	KPNA1	3836
uc003efe.2	KPNA1	3836
uc011bjr.1	KPNA1	3836
uc003efc.1	KPNA1	3836
uc003efb.1	KPNA1	3836
uc032rzq.1	KPNA1	3836
uc003eff.5	PARP9	83666
uc003efi.4	PARP9	83666
uc011bjs.3	PARP9	83666
uc010hri.4	PARP9	83666
uc003efh.4	PARP9	83666
uc003efj.2	PARP9	83666
uc003efg.4	PARP9	83666
uc003efu.2	HSPBAP1	79663
uc003efv.2	HSPBAP1	79663
uc003eft.2	HSPBAP1	79663
uc032rzr.1	DQ580663	n/a
uc032rzt.1	DQ578550	n/a
uc032rzu.1	DQ575296	n/a
uc003efx.1	BC042374	n/a
uc003ega.2	SEMA5B	54437
uc003efz.2	SEMA5B	54437
uc003egb.2	SEMA5B	54437
uc031sbm.1	SEMA5B	54437
uc011bju.2	SEMA5B	54437
uc010hro.2	SEMA5B	54437
uc010hrp.2	SEMA5B	54437
uc003efy.2	SEMA5B	54437
uc003egh.2	ADCY5	111
uc021xdd.1	ADCY5	111
uc003egg.2	ADCY5	111
uc003egi.1	ADCY5	111
uc003egj.2	PTPLB	201562
uc003ego.3	MYLK	4638
uc003egp.3	MYLK	4638
uc003egq.3	MYLK	4638
uc003egr.3	MYLK	4638
uc003egl.3	MYLK	4638
uc003egm.3	MYLK	4638
uc003egs.3	MYLK	4638
uc011bjw.2	MYLK	4638
uc011bjv.2	MYLK	4638
uc010hrr.3	MYLK	4638
uc010hrs.1	MYLK	4638
uc003egt.3	MYLK	4638
uc003egu.1	MYLK	4638
uc032rzx.1	DQ593458	n/a
uc010hrt.3	CCDC14	64770
uc011bjx.2	CCDC14	64770
uc003egy.4	CCDC14	64770
uc003egx.4	CCDC14	64770
uc003egv.4	CCDC14	64770
uc003egz.2	CCDC14	64770
uc003eha.3	ROPN1	54763
uc003ehb.3	ROPN1	54763
uc003ehc.3	BC067767	n/a
uc032rzz.1	DQ578550	n/a
uc032saa.1	DQ588545	n/a
uc032sad.1	DQ589229	n/a
uc032saf.1	DQ578550	n/a
uc032sag.1	DQ575296	n/a
uc003eho.3	ITGB5	3693
uc010hrx.3	ITGB5	3693
uc003ehp.1	AX747081	n/a
uc032sai.1	MUC13	56667
uc003ehs.4	HEG1	57493
uc011bke.2	HEG1	57493
uc003ehr.4	HEG1	57493
uc003ehv.4	SLC12A8	84561
uc003ehx.4	ZNF148	7707
uc003ehw.4	SLC12A8	84561
uc032sak.1	SLC12A8	84561
uc003eht.4	SLC12A8	84561
uc010hry.3	SLC12A8	84561
uc003ehz.4	ZNF148	7707
uc010hsa.3	ZNF148	7707
uc010hrz.1	SLC12A8	84561
uc003eia.4	ZNF148	7707
uc003ehy.3	ZNF148	7707
uc032sal.1	L13714	n/a
uc032sam.1	JC172092	n/a
uc031sbo.1	MIR5092	100847039
uc003eib.4	SNX4	8723
uc011bkf.3	SNX4	8723
uc003eic.3	OSBPL11	114885
uc032san.1	L13714	n/a
uc021xdg.1	MIR548I1	100302204
uc032sap.1	DQ594820	n/a
uc032saq.1	DQ578393	n/a
uc032sar.1	KF254341	n/a
uc032sas.1	JC172214	n/a
uc032sat.1	DQ596630	n/a
uc021xdh.1	ALG1L	200810
uc003eig.2	ALG1L	200810
uc032sav.1	JA715136	n/a
uc003eij.3	SLC41A3	54946
uc003eil.3	SLC41A3	54946
uc003eik.3	SLC41A3	54946
uc003eii.3	SLC41A3	54946
uc011bkh.2	SLC41A3	54946
uc010hsd.1	SLC41A3	54946
uc031sbp.1	ALDH1L1	10840
uc003eim.2	ALDH1L1	10840
uc010hse.2	ALDH1L1	10840
uc011bki.2	ALDH1L1	10840
uc010hsf.2	ALDH1L1	10840
uc003eio.3	ALDH1L1	10840
uc011bkj.2	ALDH1L1	10840
uc003ein.1	ALDH1L1	10840
uc003eip.1	ALDH1L1	10840
uc011bkk.1	KLF15	28999
uc032saw.1	CCDC37-AS1	100506907
uc003eit.2	CCDC37-AS1	100506907
uc032sax.1	CCDC37-AS1	100506907
uc003eiv.3	ZXDC	79364
uc010hsh.3	ZXDC	79364
uc003eix.3	ZXDC	79364
uc003eiw.1	UNQ2790	n/a
uc010hsi.2	UROC1	131669
uc003eiz.2	UROC1	131669
uc003ejb.3	C3orf22	152065
uc003ejd.2	TXNRD3	114112
uc011bkl.2	TXNRD3	114112
uc003ejc.3	TXNRD3NB	645840
uc032saz.1	L13714	n/a
uc032sba.1	DQ601017	n/a
uc032sbb.1	DQ571358	n/a
uc032sbd.1	JA611241	n/a
uc032sbf.1	DQ578550	n/a
uc003ejj.3	RP11-88I21.2	101927123
uc003ejk.3	BX537548	n/a
uc032sbh.1	AK098672	n/a
uc003ejn.3	TPRA1	131601
uc003ejm.4	TPRA1	131601
uc010hsk.3	TPRA1	131601
uc031sbr.1	TPRA1	131601
uc032sbi.1	MIR6825	102466199
uc032sbj.1	MIR7976	102465857
uc032sbk.1	L13714	n/a
uc003ejx.4	MGLL	11343
uc003ejw.4	MGLL	11343
uc011bko.3	MGLL	11343
uc003ejv.4	MGLL	11343
uc010hsp.2	MGLL	11343
uc003ekh.3	RUVBL1	8607
uc010hss.3	RUVBL1	8607
uc003ekf.3	RUVBL1	8607
uc032sbm.1	JC010900	n/a
uc003ekk.2	DNAJB8	165721
uc003ekm.3	GATA2	2624
uc003eko.2	GATA2	2624
uc003ekn.3	GATA2	2624
uc003ekq.3	C3orf27	23434
uc003ekr.1	RPN1	6184
uc011bkq.1	RPN1	6184
uc032sbn.1	DQ596630	n/a
uc021xdm.1	RP11-723O4.2	653712
uc003elj.4	KIAA1257	57501
uc003eli.4	KIAA1257	57501
uc003elg.1	KIAA1257	57501
uc003elh.1	AK125726	n/a
uc003elf.1	AK125726	n/a
uc032sbs.1	DQ590732	n/a
uc032sbt.1	DQ580663	n/a
uc032sbx.1	DQ600650	n/a
uc032sby.1	DQ600650	n/a
uc003elo.2	ISY1-RAB43	100534599
uc010hta.2	ISY1	57461
uc003elp.2	ISY1	57461
uc010hsy.2	RAB43	339122
uc021xds.1	RAB43	339122
uc021xdr.1	RAB43	339122
uc021xdq.1	RAB43	339122
uc021xdp.1	RAB43	339122
uc003eln.2	RAB43	339122
uc021xdo.1	RAB43	339122
uc010hsz.2	ISY1	57461
uc003elq.4	CNBP	7555
uc003elr.4	CNBP	7555
uc011bku.2	CNBP	7555
uc003elx.3	H1FX	8971
uc032scb.1	DQ588911	n/a
uc003ema.5	RPL32P3	132241
uc003emf.2	SNORA7B	677797
uc003emb.3	RPL32P3	132241
uc003emd.3	RPL32P3	132241
uc032scd.1	RPL32P3	132241
