ucsc_gene	entrez_gene
uc004cyb.3	6322
uc004cyl.2	10389
uc004cym.3	6792
uc004cyo.3	6247
uc004cyq.3	5475
uc004cyv.4	5256
uc004cyx.3	10149
uc004czh.4	5160
uc004czm.3	30011
uc004czp.3	256643
uc004czt.3	1964
uc004czx.2	22866
uc004czz.1	257240
uc004daa.3	23676
uc004dae.3	51360
uc004dag.3	6611
uc004dah.3	5251
uc004daj.3	168400
uc004dal.4	139411
uc004dam.3	10549
uc004dao.3	23597
uc004dau.3	6303
uc004dax.3	79135
uc004daz.1	254158
uc004dba.4	80311
uc004dbc.3	1968
uc004dbh.3	5165
uc004dbi.3	9468
uc004dbl.3	5422
uc004dbp.4	170302
uc004dbq.2	286514
uc004dbr.3	158809
uc004dbu.1	139420
uc004dby.2	11141
uc004dbz.3	4113
uc004dca.2	4114
uc004dce.3	4112
uc004dcf.4	190
uc004dcg.2	80231
uc004dcj.3	257397
uc004dcl.1	53940
uc004dda.1	1756
uc004ddh.3	83604
uc004ddj.3	170063
uc004ddk.1	286464
uc004ddo.3	5638
uc004ddq.3	7504
uc004ddr.2	1536
uc004dds.3	6990
uc004ddt.4	25763
uc004ddx.3	94122
uc004ddy.2	8406
uc004ded.1	6103
uc004def.4	5009
uc004deg.4	7102
uc004den.4	54880
uc004det.3	10159
uc004dew.3	159013
uc004dex.4	9282
uc004dfb.3	8239
uc004dfe.3	1654
uc004dfh.2	60506
uc004dfq.4	2857
uc004dft.3	27197
uc004dfv.3	80316
uc004dfy.3	4128
uc004dfz.4	4129
uc004dga.3	4693
uc004dgb.4	80258
uc004dgc.3	139341
uc004dgd.3	63904
uc004dge.4	7403
uc004dgg.2	79742
uc004dgt.3	56548
uc004dgu.1	84679
uc004dgw.4	6102
uc004dgx.3	9767
uc004dha.1	9104
uc004dhc.3	54539
uc004dhi.3	8241
uc004dhj.4	7317
uc004dhp.3	8237
uc004dhr.1	7712
uc004dhy.4	7592
uc004die.3	6853
uc004dif.3	7076
uc004dih.3	5199
uc004dim.3	8409
uc004dis.3	7569
uc004diu.3	389852
uc004djo.1	24140
uc004djv.1	64840
uc004djx.4	10682
uc004dka.1	4943
uc004dkf.2	5935
uc004dkj.2	64743
uc004dkm.4	7454
uc004dkn.3	6839
uc004dkq.4	2623
uc004dks.1	10013
uc004dky.1	3266
uc004dkz.3	27344
uc004dlc.2	10245
uc004dlg.3	10084
uc004dlo.1	7355
uc004dls.3	11040
uc004dlu.3	55593
uc004dlx.1	3750
uc004dly.1	56850
uc004dmb.3	7030
uc004dmg.1	90060
uc004dmk.1	11152
uc004dmr.3	27238
uc004dmx.3	5355
uc004dmy.1	4007
uc004dmz.1	6855
uc004dnb.3	778
uc004dnd.2	28952
uc004dnf.4	50943
uc004dnh.2	89801
uc004don.1	9506
uc004dop.3	389856
uc004doq.1	1184
uc004dow.1	8852
uc004doy.3	85417
uc004dpe.2	57477
uc004dph.3	170685
uc004dpl.3	23708
uc004dpn.3	9500
uc004dru.3	54328
uc004drw.3	64061
uc004drz.3	8242
uc004dsd.3	23096
uc004dsg.3	8243
uc004dsk.3	158787
uc004dsl.1	3028
uc004dsp.3	10075
uc004dsu.3	23133
uc004dsz.4	54954
uc004dtc.2	65267
uc004dte.3	90121
uc004dtg.3	2245
uc004dth.2	54552
uc004dtk.1	10916
uc004dty.1	5207
uc004dtz.3	27301
uc004dua.4	212
uc004dum.3	28986
uc004dun.2	158880
uc004duo.3	139628
uc004dup.3	10325
uc004dur.3	11279
uc004dus.3	29978
uc004dux.1	169981
uc004dvd.3	158586
uc004dve.3	7789
uc004dvf.3	139886
uc004dvo.3	139285
uc004dwa.2	81887
uc004dwf.3	4478
uc004dwh.2	11326
uc004dwt.2	60401
uc004dwu.2	367
uc004dww.4	4983
uc004dwz.3	286451
uc004dxb.3	9754
uc004dxd.4	1947
uc004dxh.3	64219
uc004dxk.3	27112
uc004dxs.3	1896
uc004dxt.1	158835
uc004dxu.1	139562
uc004dxw.3	3476
uc004dxx.1	347516
uc004dxy.3	158833
uc004dxz.1	5030
uc004dyb.2	407
uc004dyd.1	51248
uc004dyg.3	24137
uc004dyi.2	1741
uc004dym.3	56159
uc004dyn.3	84889
uc004dyr.1	29934
uc004dys.2	4303
uc004dyw.2	3561
uc004dyy.3	9968
uc004dzd.2	54413
uc004dzf.3	2705
uc004dzh.2	9203
uc004dzp.3	4841
uc004dzr.1	26548
uc004dzt.4	6872
uc004eaa.2	8473
uc004eaf.3	2833
uc004eaj.2	340526
uc004eam.3	5303
uc004eaq.1	54821
uc004ear.3	6191
uc004eau.3	55869
uc004eax.4	5255
uc004ebc.3	63947
uc004ebf.3	645974
uc004ebg.2	340529
uc004ebi.3	4674
uc004ebk.4	53344
uc004ebs.4	389874
uc004ebt.2	6567
uc004ebw.3	51132
uc004eby.3	340533
uc004ebz.3	22
uc004ecb.2	139596
uc004ecg.3	158866
uc004ecj.2	139599
uc004ecl.1	51260
uc004ecp.4	546
uc004ecu.1	1349
uc004ecx.4	538
uc004ecz.4	5230
uc004eda.3	51616
uc004edb.3	10800
uc004edf.3	27334
uc004edg.1	84636
uc004edh.3	9452
uc004edj.1	50945
uc004edl.1	169966
uc004edt.3	254065
uc004eee.1	79366
uc004eef.3	6451
uc004eeg.2	5456
uc004eei.1	1538
uc004eej.2	27330
uc004eek.2	139324
uc004eem.3	139322
uc004eeo.3	7552
uc004eer.2	79983
uc004eet.3	1121
uc004eew.2	117154
uc004efb.2	56062
uc004efc.4	53336
uc004efe.3	90316
uc004efg.3	140886
uc004efo.2	27328
uc004efq.3	4675
uc004efu.4	1730
uc004efv.4	29935
uc004efx.4	57526
uc004efy.4	64102
uc004ega.1	7105
uc004egb.3	27286
uc004egh.3	1478
uc004egj.3	27035
uc004egn.2	402415
uc004egq.3	79979
uc004egw.3	59353
uc004egx.3	2491
uc004egz.2	1821
uc004ehb.3	54457
uc004ehd.2	1678
uc004ehg.2	695
uc004ehl.1	2717
uc004ehn.3	3188
uc004ehv.3	51309
uc004ehy.3	54470
uc004eia.1	51566
uc004eif.3	9823
uc004eip.3	140597
uc004eiq.3	158931
uc004eir.3	340542
uc004eiy.4	56001
uc004ejd.1	100996648
uc004eje.3	11013
uc004ejh.3	64860
uc004ejt.1	55859
uc004eju.3	56000
uc004ejw.4	56271
uc004ejy.3	90843
uc004ejz.2	340543
uc004eka.3	84707
uc004ekc.2	56849
uc004ekg.3	51186
uc004ekj.1	27018
uc004ekn.3	79921
uc004ekr.3	85012
uc004eku.3	9338
uc004elh.3	203562
uc004elk.3	5354
uc004ell.2	51209
uc004elr.3	158983
uc004elu.3	401612
uc004elw.3	139231
uc004ely.3	80712
uc004elz.1	26280
uc004emd.3	203447
uc004eme.2	6906
uc004emf.2	139221
uc004emi.4	55086
uc004eml.3	79589
uc004emo.3	54885
uc004emr.2	92129
uc004emu.4	79710
uc004emz.3	55285
uc004ena.3	54830
uc004enc.3	139212
uc004enh.3	1831
uc004enl.3	11043
uc004enp.2	5716
uc004enr.3	115201
uc004env.4	1288
uc004enz.1	1287
uc004eoc.2	8471
uc004eod.4	2986
uc004eoe.2	55916
uc004eoh.3	23630
uc004eoi.2	2182
uc004eom.3	84187
uc004eoo.3	9949
uc004eor.2	57529
uc004eow.3	91851
uc004epc.2	827
uc004epd.3	1641
uc004epl.1	7224
uc004epn.3	100329135
uc004epo.1	340595
uc004epq.3	340596
uc004epr.3	154796
uc004epu.1	3358
uc004epx.3	3598
uc004eqa.3	51213
uc004eqe.3	5358
uc004eqh.4	186
uc004eqi.3	11254
uc004eqj.1	203413
uc004eqn.3	54521
uc004eqp.2	139818
uc004eqs.3	3597
uc004equ.3	170261
uc004eqw.3	79836
uc004erb.3	10857
uc004erd.3	203427
uc004erh.4	292
uc004erk.2	63932
uc004erl.3	7319
uc004erv.3	23157
uc004erz.2	65109
uc004esb.3	7737
uc004esc.4	4694
uc004ese.3	158798
uc004esh.3	79576
uc004esn.1	10009
uc004eso.4	55026
uc004esr.3	23439
uc004ess.4	3920
uc004esw.3	8450
uc004esx.3	28985
uc004esz.3	29071
uc004etr.4	2892
uc004etu.3	57187
uc004etx.3	331
uc004eua.3	10735
uc004euf.4	4068
uc004euk.2	340578
uc004eul.3	139170
uc004eum.3	139741
uc004eun.4	6594
uc004euq.3	4952
uc004eus.3	8862
uc004eut.1	7512
uc004euu.3	54440
uc004euw.3	51114
uc004euz.3	10813
uc004eve.4	2000
uc004evg.3	9131
uc004evl.3	9363
uc004evm.3	55609
uc004evp.1	9016
uc004evt.3	51634
uc004evw.3	10495
uc004evz.3	158763
uc004ewe.4	3547
uc004ewk.1	51765
uc004ewn.3	90167
uc004ewv.4	55796
uc004exc.1	2239
uc004exk.3	84295
uc004exl.4	3251
uc004exo.1	10761
uc004exq.3	159090
uc004eyb.3	56180
uc004eyd.3	8933
uc004eys.3	203523
uc004eyw.4	203522
uc004ezi.1	93380
uc004ezk.3	10479
uc004ezo.3	2273
uc004ezt.3	79649
uc004ezu.1	139378
uc004ezv.1	680
uc004ezx.3	27336
uc004ezy.3	51442
uc004faa.3	959
uc004fab.3	9459
uc004fae.2	27316
uc004fak.3	7547
uc004fas.1	2158
uc004faz.3	286410
uc004fbb.3	347487
uc004fbd.1	6658
uc004fbj.3	23641
uc004fby.3	139065
uc004fch.3	9142
uc004fcm.3	158521
uc004fcp.3	2334
uc004fdk.3	728269
uc004fef.4	4534
uc004fei.3	8776
uc004fek.3	83692
uc004fep.3	3149
uc004feu.3	203547
uc004fev.4	139135
uc004fex.3	89885
uc004fey.1	1260
uc004ffi.3	2564
uc004ffp.1	55879
uc004fgq.3	1069
uc004fgs.1	50814
uc004fgy.4	114824
uc004fhg.2	10838
uc004fho.2	55559
uc004fhr.2	633
uc004fht.1	492
uc004fhx.4	1852
uc004fib.3	6535
uc004fid.2	10134
uc004fif.2	215
uc004fil.3	26576
uc004fip.3	3421
uc004fiz.1	57595
uc004fjb.3	3897
uc004fjh.4	554
uc004fjk.2	393
uc004fjm.1	8260
uc004fjo.2	5973
uc004fjp.3	3054
uc004fjq.2	8269
uc004fjs.1	3654
uc004fjw.2	4204
uc004fjz.4	5956
uc004fkg.3	8277
uc004fkk.2	2316
uc004fkl.3	2010
uc004fkw.1	1774
uc004fla.3	6901
uc004flf.1	537
uc004fli.4	2664
uc004fll.4	9130
uc004flm.3	55558
uc004fln.1	8270
uc004flo.3	8266
uc004flq.3	8273
uc004fls.2	60343
uc004flx.1	2539
uc004fmk.1	139716
uc004fmm.3	1736
uc004fmp.2	4354
uc004fmt.3	2157
uc004fmw.3	65991
uc004fmy.3	100272147
uc004fmz.2	4515
uc004fna.3	79184
uc004fnc.3	7411
uc004fne.3	116442
uc004fnf.3	1193
uc004fnn.3	55217
uc004fof.3	84061
uc004ftz.1	100133941
uc004fxi.1	10251
uc004fxk.3	6845
uc009vkb.1	54998
uc009vkf.3	339453
uc009vly.2	390992
uc009vmo.1	155184
uc009vnc.3	10459
uc009vni.3	9927
uc009vnn.1	126767
uc009vpb.1	29943
uc009vpp.1	64600
uc009vpq.1	391013
uc009vps.2	127731
uc009vpy.1	400745
uc009vqo.1	2582
uc009vsb.3	149420
uc009vsj.1	257101
uc009vsy.3	27245
uc009vtg.3	54797
uc009vtt.3	9410
uc009vtx.2	3061
uc009vua.2	55721
uc009vuc.3	8668
uc009vvi.3	284656
uc009vvt.1	643314
uc009vwh.3	1907
uc009vwk.1	728621
uc009vwo.3	440585
uc009vxk.3	79654
uc009vxq.3	114034
uc009vxv.3	25974
uc009vye.2	8438
uc009vyh.1	148930
uc009vyq.2	6886
uc009vzo.3	606495
uc009vzt.1	55001
uc009wab.2	114803
uc009wac.3	55277
uc009wbp.3	34
uc009wcj.1	23566
uc009wcm.3	84144
uc009wcs.3	22802
uc009wdj.3	22823
uc009wdu.3	25950
uc009wem.3	22854
uc009wew.3	127003
uc009wfq.3	388662
uc009wfw.3	3737
uc009wgp.1	10745
uc009wgu.3	4893
uc009whd.3	9398
uc009wlr.3	23248
uc009wmw.3	57530
uc009wnp.3	353134
uc009wod.2	6706
uc009wow.3	126668
uc009wpz.3	4582
uc009wrp.3	4000
uc009wrq.3	64218
uc009wrw.3	84283
uc009wtf.3	93185
uc009wtq.3	51744
uc009wtt.3	50848
uc009wvv.1	149281
uc009wwp.1	84614
uc009wwu.1	7143
uc009wxt.3	777
uc009wxw.3	353299
uc009wxz.2	6041
uc009wyb.3	80896
uc009wzk.3	83479
uc009xcn.3	642587
uc009xcx.3	55733
uc009xdc.3	51514
uc009xdz.2	9015
uc009xee.2	388743
uc009xeo.1	5664
uc009xez.1	84033
uc009xfn.1	440730
uc009xgj.1	4548
uc009xgp.3	8564
uc009xgy.3	81472
uc009xhk.1	22982
uc009xhq.3	105
uc009xhv.2	10531
uc009xjk.1	644890
uc009xjx.3	653567
uc009xjy.3	653567
uc009xkg.3	100532731
uc009xku.1	22852
uc009xlf.2	1326
uc009xmk.3	8187
uc009xon.3	8031
uc009xop.2	8505
uc009xpt.3	84665
uc009xqz.3	317662
uc009xrc.3	118491
uc009xrk.1	23053
uc009xry.3	653509
uc009xti.3	100144748
uc009xtm.1	340654
uc009xtq.3	3988
uc009xts.3	3433
uc009xug.3	55165
uc009xwj.3	159296
uc009xwy.1	79591
uc009xwz.3	8861
uc009xyw.3	57698
uc009xyx.3	11023
uc009yas.2	399823
uc009ybb.3	10570
uc009ycm.1	283229
uc009ydf.3	3481
uc009yfd.3	10612
uc009ygh.3	58486
uc009yhc.1	3746
uc009yht.2	283284
uc009yje.3	627
uc009yjk.1	100506627
uc009yjr.3	5080
uc009yks.1	84680
uc009ylm.3	10062
uc009ylq.3	91252
uc009ylv.3	23360
uc009ynf.1	219995
uc009ynk.3	921
uc009ynr.3	9066
uc009you.1	11145
uc009yoz.3	79829
uc009ype.3	84304
uc009ypg.2	5331
uc009ypm.3	25858
uc009ypv.3	10235
uc009yqd.2	823
uc009yrn.1	156
uc009ytf.3	2350
uc009ytl.3	9873
uc009yub.3	143570
uc009yum.1	55331
uc009ywb.1	85459
uc009yxp.3	91801
uc009yxw.3	85463
uc009yyd.3	399949
uc009yyp.2	349633
uc009yyw.1	644672
uc009yyy.2	120406
uc009yzf.3	116519
uc009yzo.1	23621
uc009zax.1	2900
uc009zbs.3	100169851
uc009zbv.3	219844
uc009zbw.3	50937
uc009zcp.3	9743
uc009zcu.2	440072
uc009zdf.3	112937
uc009zdh.2	6539
uc009zer.2	57121
uc009zfx.2	360030
uc009zfy.1	79923
uc009zhj.3	22914
uc009zia.3	55766
uc009zle.1	55716
uc009zlk.2	57701
uc009zlw.3	25875
uc009zmc.3	3164
uc009zmd.3	60673
uc009znf.2	23583
uc009zpm.1	22864
uc009zpy.3	115557
uc009zrw.1	121278
uc009zsj.3	144448
uc009ztk.3	5128
uc009zuh.2	253724
uc009zuj.2	728568
uc009zuw.3	1240
uc009zvu.3	144717
uc009zvx.3	80724
uc009zwi.2	9904
uc009zwn.3	84900
uc009zxk.3	144406
uc009zxm.3	254050
uc009zyl.1	121256
uc009zyv.3	192111
uc009zzx.3	542767
uc010aal.3	2835
uc010aan.1	646625
uc010aaz.3	145173
uc010abc.1	646799
uc010abe.1	10443
uc010abf.3	23047
uc010abx.3	7223
uc010acf.3	160857
uc010acg.3	144811
uc010acl.3	80183
uc010acr.3	3356
uc010acu.3	10161
uc010aeg.3	81550
uc010aeu.1	115207
uc010afv.3	2841
uc010afy.1	100131561
uc010ahb.3	283489
uc010ahu.3	390443
uc010ake.1	122706
uc010akf.3	64403
uc010aod.3	51637
uc010aoh.3	652
uc010aoo.3	55030
uc010apj.3	64582
uc010aqg.3	22890
uc010aqu.2	57452
uc010ari.1	8110
uc010asm.1	112752
uc010asp.3	283576
uc010aty.3	440193
uc010auo.3	26175
uc010aux.3	5265
uc010avl.2	624
uc010avm.1	624
uc010avr.3	317762
uc010avs.3	84439
uc010awk.1	55778
uc010axb.3	283638
uc010ayu.3	57194
uc010azk.1	23359
uc010bbl.3	56924
uc010bbt.1	57082
uc010bby.3	643338
uc010bdq.3	10169
uc010bea.3	50506
uc010bem.3	6557
uc010bff.3	55930
uc010bfk.2	9236
uc010bfn.3	64864
uc010bhq.3	5604
uc010bjf.3	57611
uc010bka.3	1445
uc010bkb.1	1445
uc010bkf.1	25989
uc010bkl.2	55272
uc010blb.1	646892
uc010blf.3	5685
uc010bnp.1	55215
uc010boe.3	400451
uc010bom.3	91947
uc010bqq.1	55692
uc010brn.2	64718
uc010brr.1	79652
uc010bsg.1	57524
uc010bta.1	146439
uc010btm.3	79903
uc010btn.3	197358
uc010bud.3	146556
uc010buo.1	780776
uc010bvi.3	4363
uc010bwl.3	57149
uc010bwp.1	257629
uc010byo.2	930
uc010bzk.1	124446
uc010cak.3	29108
uc010cce.3	51716
uc010cdj.3	64785
uc010cef.3	25894
uc010cfh.3	3038
uc010cga.3	55783
uc010cgg.3	164
uc010chb.1	85445
uc010chd.3	283927
uc010cig.2	197322
uc010cio.3	8558
uc010cjd.3	100130015
uc010cjo.2	55275
uc010cjy.3	3090
uc010ckd.3	23108
uc010ckl.1	55421
uc010cku.2	23125
uc010clp.1	388327
uc010clt.1	255877
uc010cly.3	1742
uc010cmj.1	643664
uc010cnt.1	6844
uc010cod.3	124739
uc010coi.3	4620
uc010col.3	644139
uc010cot.3	57335
uc010cph.1	388341
uc010cpi.2	57547
uc010cpw.3	54890
uc010cqu.3	218
uc010crg.3	8844
uc010crj.3	51701
uc010crl.1	23098
uc010ctj.2	5892
uc010ctr.3	91607
uc010ctu.1	342618
uc010cvq.3	3927
uc010cvv.3	51755
uc010cwj.3	55876
uc010cwu.1	51195
uc010cwz.3	125111
uc010cxb.3	84951
uc010cxh.1	125115
uc010cxi.3	81872
uc010cxj.3	728279
uc010cxk.2	81871
uc010cxl.3	85290
uc010cxr.3	317719
uc010cxx.3	5878
uc010cyf.1	6774
uc010cyj.3	80347
uc010czs.3	7343
uc010daa.1	79877
uc010dal.3	201176
uc010dau.3	4137
uc010dbm.3	3675
uc010dbr.3	1101
uc010dcz.2	56155
uc010dde.1	348235
uc010deb.1	6603
uc010dey.3	55062
uc010dfk.1	642843
uc010dfm.3	54549
uc010dgj.1	80022
uc010dgl.3	9400
uc010dgt.3	1018
uc010dhp.2	8632
uc010dhs.3	146713
uc010dht.3	55036
uc010dhv.2	284129
uc010dia.3	9625
uc010die.3	83882
uc010dka.1	7298
uc010dkh.3	116
uc010dkp.3	7541
uc010dkt.3	91133
uc010dkv.3	5797
uc010dli.3	125228
uc010dmg.1	80816
uc010dmi.3	8715
uc010dmn.1	1837
uc010dmp.3	84307
uc010dmt.3	125476
uc010dmy.3	25800
uc010dni.3	26040
uc010dnj.3	8170
uc010dnk.3	6563
uc010dnt.2	652991
uc010dpa.3	83876
uc010dps.1	28316
uc010dpw.3	2531
uc010dqk.2	221241
uc010dqr.1	29090
uc010drs.3	55658
uc010dsk.3	148223
uc010dsx.1	645191
uc010dtk.2	51343
uc010dtt.1	170961
uc010dus.3	284427
uc010dvi.2	100131801
uc010dwa.3	256949
uc010dwe.3	4670
uc010dxm.1	255809
uc010dxu.3	3949
uc010dyw.3	84292
uc010dzn.2	388512
uc010dzv.2	23581
uc010eak.3	4650
uc010eas.3	84705
uc010ebn.2	80726
uc010ebs.3	55049
uc010ebt.2	9244
uc010ebv.3	23373
uc010ecf.2	374887
uc010edf.3	390916
uc010edh.3	4037
uc010edn.1	148103
uc010edt.3	933
uc010eea.3	2867
uc010eeu.3	7705
uc010eex.2	57677
uc010efk.1	84503
uc010efm.3	390927
uc010ehh.1	1556
uc010ehj.3	558
uc010eiv.2	126298
uc010ejj.3	7771
uc010ejo.1	125931
uc010ekq.3	147906
uc010ekv.3	2909
uc010emc.3	2524
uc010enf.2	3276
uc010eng.3	126129
uc010enu.1	79784
uc010enw.3	7376
uc010enz.3	554235
uc010eop.3	90353
uc010erf.3	147798
uc010esw.1	284417
uc010eth.1	126208
uc010etr.2	5178
uc010euf.3	7710
uc010ewt.3	55821
uc010exr.3	100526794
uc010eyh.3	22979
uc010eyn.3	339778
uc010ezl.3	165186
uc010ezu.3	57448
uc010ezv.3	5212
uc010ezz.3	253635
uc010fac.3	5610
uc010fak.3	729967
uc010fdg.3	9938
uc010fen.3	8291
uc010fep.3	23233
uc010ffj.3	7841
uc010fgb.3	1768
uc010fia.3	90342
uc010fiu.1	6160
uc010fiv.3	11138
uc010fiy.3	8809
uc010fjb.3	130827
uc010fjf.3	84417
uc010flp.3	2736
uc010fmd.2	79595
uc010fmw.1	50649
uc010fnf.3	22930
uc010fnn.3	79712
uc010fog.2	90
uc010fph.1	2591
uc010fpl.3	6335
uc010frh.1	57703
uc010fru.3	51454
uc010fsb.3	3628
uc010fsg.2	4430
uc010fsp.3	5334
uc010ftn.1	65061
uc010fue.3	2825
uc010fuh.1	200726
uc010fuk.1	151194
uc010fvl.2	285180
uc010fvs.1	57695
uc010fwg.3	10290
uc010fwk.3	23363
uc010fws.1	116255
uc010fwz.1	55619
uc010fxz.3	129563
uc010fyv.3	51540
uc010fzj.3	653437
uc010fzk.3	547
uc010fzl.2	23178
uc010fzr.3	129807
uc010gab.1	642636
uc010gce.1	140862
uc010gci.2	55614
uc010gcs.3	7692
uc010gdx.1	164395
uc010gey.2	55902
uc010gfg.1	80307
uc010ggd.1	7150
uc010ggj.3	11122
uc010ggo.3	84969
uc010ggu.3	140730
uc010ggv.1	80336
uc010ghg.1	10816
uc010ghi.3	90204
uc010gip.1	655
uc010gjy.1	149986
uc010gkn.3	54963
uc010gls.1	337985
uc010glt.3	728299
uc010gmp.3	3753
uc010gmv.3	861
uc010gnd.3	53820
uc010goq.3	4599
uc010gor.3	7113
uc010grb.1	637
uc010gsu.1	9127
uc010gve.3	402055
uc010gxy.3	4248
uc010hal.2	79174
uc010hbe.3	644186
uc010hbs.3	3568
uc010hdj.2	51738
uc010hdq.3	6529
uc010hds.3	3269
uc010hdx.1	9686
uc010heg.3	6533
uc010hga.3	7342
uc010hhr.2	1237
uc010hid.3	25994
uc010hji.3	79442
uc010hjj.1	259236
uc010hjk.1	259236
uc010hjl.3	377047
uc010hjv.3	285231
uc010hka.3	11277
uc010hkz.3	389118
uc010hlv.3	2912
uc010hmb.1	100128378
uc010hni.3	11102
uc010hoj.1	5449
uc010how.1	285220
uc010hpr.3	56987
uc010hqb.2	344805
uc010hre.1	9657
uc010hrt.3	64770
uc010hsr.3	166348
uc010htj.1	256076
uc010htl.3	131873
uc010hty.3	339855
uc010hvc.3	389158
uc010hwo.3	55892
uc010hxe.3	339829
uc010hxy.3	1981
uc010hzn.3	93109
uc010hzo.3	200958
uc010iai.3	200933
uc010iaj.3	54965
uc010iar.3	89782
uc010ick.3	8603
uc010idb.1	152789
uc010idv.2	57545
uc010ied.1	202018
uc010ifg.2	10333
uc010igc.2	2555
uc010igk.3	54940
uc010igp.1	170825
uc010igr.3	3815
uc010igy.1	644145
uc010ihh.3	23284
uc010iia.1	2926
uc010iic.3	8671
uc010iif.3	2638
uc010ijp.3	255119
uc010ilr.3	57117
uc010ilv.2	93627
uc010inb.3	171024
uc010inj.1	84109
uc010inw.3	57182
uc010iod.3	132321
uc010ioe.3	132430
uc010ioj.3	23158
uc010ipl.1	152503
uc010ipp.3	23240
uc010iro.2	80817
uc010irx.3	80014
uc010isa.1	53842
uc010isl.3	25854
uc010iwk.3	79993
uc010iwm.1	643155
uc010iwu.1	80006
uc010izc.3	134288
uc010izf.3	64283
uc010jah.3	345778
uc010jbd.3	83989
uc010jck.3	57556
uc010jdi.2	51735
uc010jds.2	441108
uc010jdz.3	84105
uc010jea.3	5307
uc010jek.3	26249
uc010jfg.1	51523
uc010jgh.3	10007
uc010jgn.1	202374
uc010jhi.3	51164
uc010jhk.3	345611
uc010jib.2	4238
uc010jin.1	348938
uc010jja.3	2554
uc010jjc.3	2566
uc010jjd.3	57451
uc010jjn.3	133874
uc010jkf.1	253314
uc010jkr.3	728554
uc010jnl.1	389362
uc010joe.3	51000
uc010jpa.3	100113407
uc010jpc.3	221692
uc010jpi.3	6310
uc010jpq.1	140767
uc010jqt.3	387316
uc010jrx.3	89870
uc010jsa.2	202658
uc010jsu.2	7940
uc010jsw.3	7940
uc010jti.3	80736
uc010jug.1	6046
uc010juu.3	9278
uc010jvz.1	389383
uc010jwf.2	285848
uc010jwp.1	221472
uc010jws.3	221468
uc010jwx.3	114781
uc010jxi.1	221442
uc010jxm.1	79865
uc010jza.1	57505
uc010jzh.1	4224
uc010kab.3	221336
uc010kav.3	25821
uc010kbp.3	22832
uc010kcm.1	114792
uc010kdf.3	256380
uc010kdp.3	285755
uc010kdu.1	728464
uc010kfc.3	5796
uc010kfs.3	55350
uc010kgg.3	9519
uc010khe.3	57211
uc010khi.3	9749
uc010khk.3	153918
uc010khw.1	2911
uc010khx.3	79747
uc010khz.2	134957
uc010kib.2	23118
uc010kid.3	340152
uc010kjv.3	84624
uc010kjy.3	39
uc010kkm.3	1235
uc010krz.1	54919
uc010ksg.2	392617
uc010ktx.2	729920
uc010kuh.3	340273
uc010kuk.3	55536
uc010kus.1	1687
uc010kuu.3	29887
uc010kzf.3	222008
uc010ldi.2	222183
uc010ldt.1	222194
uc010lep.3	79846
uc010lez.3	1021
uc010lft.2	402569
uc010lgc.3	79027
uc010lhy.1	136227
uc010lid.1	548644
uc010liz.3	5649
uc010ljc.3	55904
uc010ljo.1	22798
uc010ljr.2	83943
uc010ljy.1	5506
uc010lkm.3	10447
uc010lkq.3	93664
uc010lld.1	5078
uc010lli.3	29923
uc010llm.1	346653
uc010lna.3	155006
uc010lnd.3	154790
uc010lni.2	401409
uc010lnj.3	27147
uc010lpa.3	9715
uc010lpi.2	155061
uc010lpk.3	23145
uc010lpn.3	643641
uc010lpr.1	29803
uc010lqg.1	63917
uc010lqk.1	155435
uc010lqs.3	9690
uc010lsq.3	57604
uc010lur.3	1135
uc010lvb.3	7976
uc010lvg.3	619373
uc010lvw.3	157855
uc010lwp.3	6867
uc010lwy.1	169355
uc010lyi.3	5324
uc010lyq.1	286183
uc010lyz.3	116328
uc010lzh.1	100130301
uc010lzn.1	5828
uc010mal.1	100130742
uc010mbr.2	7534
uc010mbu.3	79977
uc010mdg.3	6641
uc010mdl.3	157378
uc010mff.3	642475
uc010mfs.3	51236
uc010mhy.3	8777
uc010mir.1	401494
uc010mkr.3	730112
uc010mlc.2	392307
uc010mli.3	10020
uc010mly.1	51010
uc010mon.1	9413
uc010mpk.3	158471
uc010mpp.3	84131
uc010mpz.3	64078
uc010mqc.3	23287
uc010mrh.3	56033
uc010mrj.2	138639
uc010msg.3	22927
uc010mtd.3	570
uc010mtz.3	79987
uc010mvl.2	7185
uc010mwa.3	92399
uc010mwc.1	54542
uc010mwn.3	347088
uc010mxf.3	23099
uc010myj.3	54662
uc010myp.3	56262
uc010mzv.3	9329
uc010naa.1	1056
uc010nbd.1	360203
uc010nbe.3	402381
uc010nbi.2	169714
uc010ncb.3	91373
uc010ncj.1	375775
uc010nde.3	5613
uc010neg.1	170082
uc010neh.3	9367
uc010nej.2	6399
uc010nep.3	2742
uc010nfa.3	10742
uc010nfo.2	256714
uc010ngt.1	139604
uc010ngz.3	58526
uc010nhv.3	2002
uc010nid.3	92745
uc010nin.1	79917
uc010njr.2	139189
uc010njt.3	55190
uc010nko.3	340554
uc010nme.3	2846
uc010nnc.3	94121
uc010noz.3	286527
uc010npv.1	5063
uc010nqe.3	57631
uc010nql.3	347454
uc010nqy.3	10178
uc010nra.3	100130613
uc010nrn.2	2719
uc010nst.3	2332
uc010ntg.2	9248
uc010ntk.1	2556
uc010nuk.2	5365
uc010nyk.2	83756
uc010nyp.2	643965
uc010oae.2	80176
